"2.20 (0.15 to   33.05)","1.95 (0.16 to   24.36)","2.18 (0.11 to   44.13)","2.88 (0.04 to  186.33)","1.82 (0.09 to   36.68)","1.58 (0.09 to   29.44)","1.52 (0.08 to   28.02)","1.81 (0.02 to  143.17)","1.48 (0.06 to   36.75)","1.13 (0.01 to  162.00)","DHFR inhibitor",".",".",".",".",".",".",".",".",".",".",".","1.75 (0.15 to  20.82)",".",".",".","."
"2.40 (0.67 to    8.63)","2.13 (0.94 to    4.81)","2.38 (0.40 to   14.03)","3.15 (0.10 to   95.82)","1.99 (0.34 to   11.60)","1.73 (0.32 to    9.30)","1.66 (0.33 to    8.31)","1.98 (0.05 to   76.74)","1.62 (0.20 to   13.34)","1.24 (0.02 to   93.66)","1.09 (0.08 to   14.07)","Chemotherapy",".","1.49 (0.27 to   8.08)",".",".","1.77 (0.35 to   8.97)",".",".",".","1.65 (0.14 to  19.62)",".","1.42 (0.66 to   3.02)",".",".",".","."
"2.68 (0.03 to  216.58)","2.38 (0.03 to  171.79)","2.65 (0.03 to  224.20)","3.51 (0.02 to  789.78)","2.22 (0.03 to  186.76)","1.93 (0.02 to  178.39)","1.85 (0.02 to  146.76)","2.21 (0.01 to  580.39)","1.80 (0.02 to  199.70)","1.38 (0.00 to  523.44)","1.22 (0.01 to  166.69)","1.12 (0.02 to   80.37)","Chemotherapy + antiangiogenesis","1.01 (0.02 to  65.83)",".",".",".",".",".",".",".",".",".",".",".",".","."
"2.71 (0.69 to   10.70)","2.41 (0.93 to    6.25)","2.69 (0.60 to   12.14)","3.56 (0.11 to  112.31)","2.25 (0.50 to   10.02)","1.96 (0.34 to   11.30)","1.87 (0.50 to    6.96)","2.24 (0.06 to   89.73)","1.83 (0.21 to   16.14)","1.40 (0.02 to   95.59)","1.23 (0.09 to   16.69)","1.13 (0.44 to    2.89)","1.01 (0.02 to   65.83)","3rd-generation EGFR TKIs",".",".",".",".",".",".",".","0.98 (0.24 to   4.04)","1.86 (0.62 to   5.56)",".",".",".","."
"2.76 (0.68 to   11.24)","2.45 (0.90 to    6.66)","2.74 (0.40 to   18.63)","3.63 (0.11 to  115.82)","2.29 (0.34 to   15.43)","1.99 (0.34 to   11.79)","1.91 (0.33 to   11.18)","2.28 (0.06 to   92.47)","1.86 (0.20 to   17.18)","1.43 (0.02 to  114.60)","1.26 (0.09 to   17.28)","1.15 (0.39 to    3.38)","1.03 (0.01 to   79.07)","1.02 (0.31 to    3.33)","1st-generation EGFR TKIs + MET inhibitor",".",".",".",".",".",".",".","1.39 (0.59 to   3.31)",".",".",".","."
"3.30 (0.04 to  264.53)","2.93 (0.04 to  209.78)","3.27 (0.03 to  313.31)","4.33 (0.02 to  966.22)","2.73 (0.03 to  261.02)","2.38 (0.03 to  217.95)","2.28 (0.03 to  205.44)","2.72 (0.01 to  710.20)","2.22 (0.02 to  223.44)","1.70 (0.00 to  708.96)","1.50 (0.01 to  203.78)","1.37 (0.02 to   98.64)","1.23 (0.00 to  495.71)","1.22 (0.02 to   90.20)","1.19 (0.02 to   90.58)","2nd-generation EGFR TKIs + HMGCR inhibitor","0.89 (0.01 to  58.64)",".",".",".",".",".",".",".",".",".","."
"2.94 (0.80 to   10.77)","2.61 (1.12 to    6.08)","2.91 (0.47 to   17.84)","3.85 (0.13 to  118.14)","2.43 (0.40 to   14.76)","2.12 (0.39 to   11.56)","2.03 (0.39 to   10.60)","2.42 (0.06 to   94.57)","1.98 (0.29 to   13.64)","1.51 (0.02 to  116.46)","1.34 (0.10 to   17.39)","1.22 (0.52 to    2.87)","1.10 (0.01 to   80.31)","1.08 (0.39 to    2.96)","1.06 (0.35 to    3.19)","0.89 (0.01 to   58.64)","2nd-generation EGFR TKIs",".",".",".",".","1.80 (0.50 to   6.54)","1.21 (0.52 to   2.82)",".",".",".","."
"3.86 (0.05 to  288.51)","3.42 (0.05 to  228.37)","3.82 (0.04 to  346.79)","5.06 (0.02 to 1067.92)","3.20 (0.04 to  288.90)","2.78 (0.03 to  238.20)","2.66 (0.03 to  227.23)","3.18 (0.01 to  786.19)","2.60 (0.02 to  270.58)","1.99 (0.00 to  795.34)","1.75 (0.01 to  223.94)","1.61 (0.02 to  109.33)","1.44 (0.00 to  555.97)","1.42 (0.02 to   99.51)","1.39 (0.02 to   98.70)","1.17 (0.00 to  448.41)","1.31 (0.02 to   89.89)","1st-generation EGFR TKIs + PARP inhibitor",".",".",".",".","1.00 (0.02 to  64.77)",".",".",".","."
"3.89 (0.05 to  289.50)","3.45 (0.05 to  229.12)","3.85 (0.04 to  348.07)","5.10 (0.02 to 1072.77)","3.23 (0.04 to  289.96)","2.80 (0.03 to  239.06)","2.69 (0.03 to  228.05)","3.21 (0.01 to  789.87)","2.62 (0.03 to  271.62)","2.01 (0.01 to  799.35)","1.77 (0.01 to  224.85)","1.62 (0.02 to  109.70)","1.45 (0.00 to  558.76)","1.43 (0.02 to   99.85)","1.41 (0.02 to   99.03)","1.18 (0.00 to  450.66)","1.33 (0.02 to   90.18)","1.01 (0.00 to  366.28)","Zorifertinib",".",".",".","0.99 (0.02 to  63.81)",".",".",".","."
"3.93 (0.05 to  295.89)","3.49 (0.05 to  234.26)","3.89 (0.04 to  355.56)","5.15 (0.02 to 1093.82)","3.26 (0.04 to  296.21)","2.83 (0.03 to  244.25)","2.71 (0.03 to  233.00)","3.24 (0.01 to  805.14)","2.64 (0.03 to  277.37)","2.03 (0.01 to  814.16)","1.79 (0.01 to  229.50)","1.64 (0.02 to  112.15)","1.47 (0.00 to  569.14)","1.45 (0.02 to  102.07)","1.42 (0.02 to  101.23)","1.19 (0.00 to  459.04)","1.34 (0.02 to   92.20)","1.02 (0.00 to  373.12)","1.01 (0.00 to  368.21)","1st-generation EGFR TKIs + COX2 inhibitor",".",".","0.98 (0.02 to  64.03)",".",".",".","."
"3.32 (0.85 to   13.06)","2.95 (1.14 to    7.62)","3.29 (0.50 to   21.74)","4.36 (0.14 to  137.32)","2.75 (0.42 to   18.00)","2.39 (0.42 to   13.80)","2.29 (0.40 to   13.01)","2.74 (0.07 to  109.73)","2.24 (0.25 to   20.15)","1.71 (0.02 to  136.00)","1.51 (0.11 to   20.40)","1.38 (0.51 to    3.74)","1.24 (0.02 to   93.82)","1.22 (0.39 to    3.81)","1.20 (0.37 to    3.92)","1.01 (0.01 to   75.52)","1.13 (0.40 to    3.23)","0.86 (0.01 to   60.29)","0.85 (0.01 to   59.40)","0.85 (0.01 to   59.59)","1st-generation EGFR TKIs + chemotherapy",".","1.21 (0.53 to   2.79)",".",".",".","."
"3.47 (0.94 to   12.82)","3.08 (1.30 to    7.27)","3.43 (0.59 to   20.05)","4.55 (0.15 to  139.91)","2.87 (0.50 to   16.59)","2.50 (0.45 to   13.73)","2.39 (0.48 to   11.86)","2.86 (0.07 to  111.97)","2.33 (0.28 to   19.12)","1.79 (0.02 to  134.72)","1.58 (0.12 to   20.62)","1.44 (0.58 to    3.58)","1.29 (0.02 to   92.88)","1.28 (0.51 to    3.20)","1.25 (0.41 to    3.81)","1.05 (0.01 to   75.13)","1.18 (0.51 to    2.71)","0.90 (0.01 to   61.70)","0.89 (0.01 to   60.79)","0.88 (0.01 to   60.99)","1.04 (0.36 to    3.02)","Placebo","1.23 (0.50 to   2.98)",".",".",".","."
"3.86 (1.28 to   11.65)","3.42 (2.07 to    5.65)","3.82 (0.69 to   21.17)","5.06 (0.18 to  144.84)","3.20 (0.58 to   17.50)","2.78 (0.59 to   13.15)","2.66 (0.57 to   12.45)","3.18 (0.09 to  116.47)","2.60 (0.33 to   20.13)","1.99 (0.03 to  146.72)","1.75 (0.15 to   20.82)","1.61 (0.84 to    3.06)","1.44 (0.02 to  101.14)","1.42 (0.63 to    3.20)","1.39 (0.59 to    3.31)","1.17 (0.02 to   81.36)","1.31 (0.66 to    2.60)","1.00 (0.02 to   64.77)","0.99 (0.02 to   63.81)","0.98 (0.02 to   64.03)","1.16 (0.52 to    2.60)","1.11 (0.55 to    2.24)","1st-generation EGFR TKIs","3.00 (0.09 to 100.70)","2.02 (0.26 to  15.79)","3.08 (0.09 to 104.08)","9.38 (0.36 to 242.99)"
"11.57 (0.29 to  460.30)","10.26 (0.30 to  357.05)","11.46 (0.23 to  570.95)","15.17 (0.12 to 1953.58)","9.59 (0.19 to  475.30)","8.34 (0.18 to  388.67)","7.98 (0.17 to  370.52)","9.55 (0.06 to 1460.65)","7.79 (0.13 to  454.65)","5.97 (0.02 to 1540.55)","5.26 (0.07 to  386.76)","4.82 (0.14 to  171.54)","4.32 (0.02 to 1073.89)","4.26 (0.12 to  156.95)","4.18 (0.11 to  155.94)","3.51 (0.01 to  865.69)","3.94 (0.11 to  141.18)","3.00 (0.01 to  700.74)","2.97 (0.01 to  691.27)","2.94 (0.01 to  691.57)","3.48 (0.09 to  128.03)","3.34 (0.09 to  120.00)","3.00 (0.09 to  100.70)","Rociletinib",".",".","."
"7.80 (0.76 to   80.47)","6.92 (0.83 to   57.39)","7.72 (0.53 to  112.10)","10.23 (0.20 to  522.84)","6.46 (0.45 to   93.09)","5.62 (0.43 to   73.94)","5.38 (0.41 to   70.32)","6.43 (0.10 to  406.32)","5.25 (0.29 to   95.56)","4.02 (0.03 to  472.73)","3.55 (0.14 to   88.46)","3.25 (0.38 to   28.00)","2.91 (0.03 to  327.44)","2.87 (0.32 to   26.18)","2.82 (0.30 to   26.21)","2.36 (0.02 to  263.66)","2.65 (0.30 to   23.15)","2.02 (0.02 to  211.42)","2.00 (0.02 to  208.40)","1.98 (0.02 to  208.85)","2.35 (0.26 to   21.34)","2.25 (0.26 to   19.72)","2.02 (0.26 to   15.79)","0.67 (0.01 to   39.49)","1st-generation EGFR TKIs + HER3 inhibitor",".","."
"11.88 (0.30 to  475.59)","10.54 (0.30 to  369.01)","11.76 (0.23 to  589.71)","15.58 (0.12 to 2015.40)","9.84 (0.20 to  490.92)","8.56 (0.18 to  401.48)","8.20 (0.18 to  382.73)","9.80 (0.06 to 1506.62)","7.99 (0.14 to  469.48)","6.13 (0.02 to 1588.34)","5.40 (0.07 to  399.25)","4.95 (0.14 to  177.28)","4.44 (0.02 to 1107.23)","4.38 (0.12 to  162.19)","4.30 (0.11 to  161.15)","3.60 (0.01 to  892.58)","4.04 (0.11 to  145.90)","3.08 (0.01 to  722.53)","3.05 (0.01 to  712.77)","3.02 (0.01 to  713.07)","3.57 (0.10 to  132.31)","3.43 (0.09 to  124.01)","3.08 (0.09 to  104.08)","1.03 (0.01 to  148.41)","1.52 (0.03 to   89.77)","1st-generation EGFR TKIs + Autophagy inhibitor","."
"36.19 (1.16 to 1125.04)","32.10 (1.19 to  863.97)","35.83 (0.91 to 1416.77)","47.46 (0.44 to 5082.18)","29.99 (0.76 to 1179.04)","26.07 (0.71 to  960.35)","24.97 (0.68 to  915.21)","29.85 (0.23 to 3824.84)","24.36 (0.52 to 1139.01)","18.66 (0.08 to 4104.31)","16.46 (0.28 to  981.13)","15.08 (0.55 to  415.82)","13.51 (0.06 to 2857.76)","13.33 (0.47 to  381.43)","13.09 (0.45 to  379.33)","10.97 (0.05 to 2303.25)","12.32 (0.44 to  342.42)","9.38 (0.05 to 1861.24)","9.30 (0.05 to 1835.83)","9.21 (0.05 to 1837.18)","10.89 (0.38 to  311.13)","10.44 (0.37 to  291.11)","9.38 (0.36 to  242.99)","3.13 (0.03 to  375.88)","4.64 (0.10 to  217.85)","3.05 (0.03 to  367.92)","1st-generation EGFR TKIs + MMP inhibitor"
