"11.91 (3.62 to   39.14)","8.52 (2.14 to   33.90)","4.77 (1.84 to   12.40)","3.93 (2.02 to    7.67)","2.57 (0.77 to    8.60)","2.42 (0.60 to    9.80)","2.33 (0.50 to   10.73)","1.61 (0.76 to    3.43)","1.56 (0.68 to    3.55)","1.41 (0.13 to   15.02)","1.04 (0.42 to    2.57)","1st-generation EGFR TKIs + chemotherapy",".",".",".",".",".","1.26 (0.71 to  2.25)",".",".",".","."
"14.17 (1.20 to  167.29)","10.13 (0.78 to  131.90)","5.68 (0.46 to   70.19)","4.68 (0.42 to   52.61)","3.06 (0.22 to   42.05)","2.88 (0.22 to   37.86)","2.77 (0.17 to   44.76)","1.92 (0.17 to   21.64)","1.85 (0.18 to   18.75)","1.68 (0.06 to   46.28)","1.24 (0.10 to   15.03)","1.19 (0.10 to   13.90)","3rd-generation EGFR TKIs + PD-L1 inhibitor",".",".",".",".",".",".",".",".","."
"13.71 (2.58 to   72.75)","9.80 (1.60 to   59.93)","5.50 (1.19 to   25.28)","4.53 (1.16 to   17.72)","2.96 (0.54 to   16.13)","2.79 (0.45 to   17.26)","2.68 (0.39 to   18.59)","1.85 (0.47 to    7.37)","1.79 (0.43 to    7.50)","1.62 (0.11 to   22.93)","1.20 (0.27 to    5.34)","1.15 (0.27 to    4.82)","0.97 (0.06 to   14.73)","2nd-generation EGFR TKIs + Cetuximab","0.95 (0.28 to  3.19)",".",".",".",".",".",".","."
"13.02 (4.13 to   41.00)","9.31 (2.42 to   35.72)","5.22 (2.06 to   13.19)","4.30 (2.29 to    8.05)","2.81 (0.86 to    9.20)","2.65 (0.68 to   10.33)","2.54 (0.56 to   11.53)","1.76 (0.91 to    3.41)","1.70 (0.79 to    3.65)","1.54 (0.15 to   16.23)","1.14 (0.47 to    2.73)","1.09 (0.51 to    2.34)","0.92 (0.08 to   10.52)","0.95 (0.28 to    3.19)","2nd-generation EGFR TKIs","1.77 (0.58 to  5.36)",".","1.03 (0.55 to  1.92)",".",".",".","."
"13.45 (4.34 to   41.71)","9.62 (2.54 to   36.43)","5.39 (2.06 to   14.10)","4.44 (2.26 to    8.74)","2.90 (0.86 to    9.76)","2.74 (0.71 to   10.53)","2.63 (0.57 to   12.17)","1.82 (0.86 to    3.84)","1.76 (0.84 to    3.68)","1.59 (0.15 to   17.01)","1.18 (0.47 to    2.92)","1.13 (0.50 to    2.53)","0.95 (0.08 to   10.80)","0.98 (0.24 to    3.93)","1.03 (0.52 to    2.04)","Placebo",".","1.14 (0.55 to  2.37)",".",".",".","."
"19.57 (1.05 to  363.67)","13.99 (0.69 to  282.56)","7.84 (0.46 to  133.38)","6.46 (0.41 to  101.08)","4.23 (0.23 to   78.99)","3.98 (0.20 to   81.00)","3.82 (0.18 to   82.72)","2.65 (0.16 to   42.56)","2.56 (0.16 to   41.78)","2.32 (0.07 to   81.90)","1.71 (0.10 to   28.61)","1.64 (0.10 to   26.62)","1.38 (0.04 to   52.03)","1.43 (0.07 to   29.52)","1.50 (0.09 to   24.14)","1.45 (0.09 to   23.62)","1st-generation EGFR TKIs + HGF inhibitor","0.76 (0.05 to 11.58)",".",".",".","."
"14.83 (5.19 to   42.37)","10.60 (3.00 to   37.48)","5.94 (2.75 to   12.82)","4.90 (3.43 to    6.98)","3.20 (1.10 to    9.30)","3.02 (0.84 to   10.85)","2.89 (0.70 to   11.99)","2.00 (1.18 to    3.40)","1.94 (1.05 to    3.56)","1.75 (0.18 to   17.46)","1.30 (0.64 to    2.62)","1.24 (0.71 to    2.19)","1.05 (0.10 to   11.47)","1.08 (0.29 to    4.04)","1.14 (0.68 to    1.91)","1.10 (0.62 to    1.96)","0.76 (0.05 to   11.58)","1st-generation EGFR TKIs","3.00 (0.10 to 89.14)","2.02 (0.32 to 12.72)","3.79 (0.88 to 16.33)","4.66 (0.80 to 27.23)"
"44.48 (1.28 to 1549.22)","31.80 (0.85 to 1186.45)","17.83 (0.55 to  577.41)","14.69 (0.49 to  444.55)","9.60 (0.27 to  336.15)","9.05 (0.24 to  339.71)","8.68 (0.22 to  343.32)","6.01 (0.19 to  186.19)","5.81 (0.19 to  182.22)","5.26 (0.09 to  316.46)","3.89 (0.12 to  124.25)","3.73 (0.12 to  116.28)","3.14 (0.05 to  199.43)","3.24 (0.09 to  123.44)","3.42 (0.11 to  105.63)","3.31 (0.11 to  103.14)","2.27 (0.03 to  176.44)","3.00 (0.10 to   89.14)","Rociletinib",".",".","."
"29.98 (3.61 to  249.23)","21.43 (2.30 to  199.57)","12.02 (1.64 to   88.22)","9.90 (1.52 to   64.43)","6.47 (0.77 to   54.26)","6.10 (0.65 to   57.34)","5.85 (0.57 to   59.81)","4.05 (0.60 to   27.48)","3.92 (0.56 to   27.17)","3.55 (0.19 to   67.30)","2.62 (0.37 to   18.79)","2.52 (0.37 to   17.24)","2.12 (0.10 to   43.31)","2.19 (0.23 to   21.02)","2.30 (0.34 to   15.57)","2.23 (0.32 to   15.31)","1.53 (0.06 to   41.09)","2.02 (0.32 to   12.72)","0.67 (0.01 to   31.93)","1st-generation EGFR TKIs + HER3 inhibitor",".","."
"56.20 (9.30 to  339.57)","40.18 (5.83 to  277.07)","22.53 (4.32 to  117.36)","18.56 (4.13 to   83.41)","12.13 (1.99 to   74.03)","11.44 (1.64 to   79.73)","10.97 (1.43 to   84.19)","7.60 (1.61 to   35.92)","7.34 (1.51 to   35.71)","6.65 (0.44 to  101.19)","4.91 (0.97 to   24.88)","4.72 (0.99 to   22.59)","3.97 (0.24 to   65.51)","4.10 (0.57 to   29.32)","4.32 (0.92 to   20.34)","4.18 (0.87 to   20.08)","2.87 (0.13 to   63.33)","3.79 (0.88 to   16.33)","1.26 (0.03 to   50.73)","1.87 (0.18 to   19.63)","1st-generation EGFR TKIs + Autophagy inhibitor","."
"69.03 (8.84 to  538.81)","49.36 (5.63 to  432.87)","27.67 (4.03 to  189.95)","22.79 (3.76 to  138.10)","14.91 (1.89 to  117.33)","14.05 (1.59 to  124.42)","13.47 (1.40 to  130.04)","9.33 (1.48 to   58.99)","9.02 (1.39 to   58.38)","8.17 (0.45 to  148.15)","6.04 (0.90 to   40.43)","5.80 (0.91 to   37.03)","4.87 (0.25 to   95.45)","5.04 (0.56 to   45.62)","5.30 (0.84 to   33.42)","5.13 (0.80 to   32.89)","3.53 (0.14 to   90.88)","4.66 (0.80 to   27.23)","1.55 (0.03 to   71.06)","2.30 (0.18 to   29.49)","1.23 (0.12 to   12.15)","1st-generation EGFR TKIs + MMP inhibitor"
