"7.05 ( 3.06 to  16.22)","4.35 ( 1.76 to  10.79)","3.88 ( 1.83 to   8.21)","2.84 ( 1.63 to   4.93)","2.70 ( 1.70 to   4.27)","2.54 ( 1.01 to   6.38)","1.86 ( 0.90 to   3.83)","1.61 ( 0.60 to   4.31)","1.48 ( 0.57 to   3.86)","1.17 ( 0.65 to   2.10)","Erlotinib + MET inhibitor",".",".",".",".",".",".",".",".",".",".",".","1.55 (1.04 to  2.31)",".",".",".",".",".",".","."
"6.21 ( 0.70 to  54.87)","3.84 ( 0.42 to  34.91)","3.42 ( 0.40 to  29.29)","2.50 ( 0.31 to  20.16)","2.38 ( 0.30 to  18.73)","2.23 ( 0.24 to  20.46)","1.64 ( 0.19 to  13.91)","1.42 ( 0.15 to  13.33)","1.30 ( 0.14 to  12.11)","1.03 ( 0.13 to   8.38)","0.88 ( 0.11 to   7.13)","DHFR inhibitor",".",".",".",".",".",".",".",".",".",".","1.75 (0.23 to 13.66)",".",".",".",".",".",".","."
"7.67 ( 2.90 to  20.29)","4.73 ( 2.07 to  10.81)","4.22 ( 2.12 to   8.42)","3.09 ( 1.27 to   7.52)","2.93 ( 1.26 to   6.82)","2.76 ( 0.92 to   8.25)","2.02 ( 0.73 to   5.56)","1.75 ( 0.55 to   5.52)","1.61 ( 0.54 to   4.75)","1.27 ( 0.58 to   2.80)","1.09 ( 0.44 to   2.69)","1.23 ( 0.14 to  11.23)","Osimertinib + chemotherapy",".",".",".",".",".",".",".",".",".",".","1.47 (0.82 to  2.62)",".",".",".",".",".","."
"7.95 ( 3.74 to  16.89)","4.91 ( 2.39 to  10.10)","4.38 ( 2.89 to   6.62)","3.20 ( 1.60 to   6.42)","3.04 ( 1.61 to   5.75)","2.86 ( 1.14 to   7.19)","2.10 ( 0.90 to   4.89)","1.81 ( 0.68 to   4.86)","1.67 ( 0.69 to   4.06)","1.32 ( 0.73 to   2.37)","1.13 ( 0.55 to   2.31)","1.28 ( 0.15 to  10.86)","1.04 ( 0.51 to   2.13)","Lazertinib",".",".",".",".",".",".","1.31 (0.71 to  2.42)",".",".","1.42 (0.89 to  2.26)",".",".",".",".",".","."
"8.81 ( 4.44 to  17.50)","5.44 ( 2.23 to  13.31)","4.85 ( 2.38 to   9.88)","3.55 ( 1.74 to   7.22)","3.37 ( 1.75 to   6.51)","3.17 ( 1.30 to   7.75)","2.32 ( 0.98 to   5.51)","2.01 ( 0.77 to   5.25)","1.85 ( 0.80 to   4.26)","1.46 ( 0.76 to   2.80)","1.25 ( 0.60 to   2.61)","1.42 ( 0.17 to  12.11)","1.15 ( 0.47 to   2.81)","1.11 ( 0.58 to   2.11)","Gefitinib + chemotherapy",".",".",".",".",".","1.18 (0.79 to  1.77)",".",".",".",".",".",".",".",".","."
"9.19 ( 4.20 to  20.10)","5.68 ( 2.39 to  13.48)","5.06 ( 2.52 to  10.14)","3.70 ( 2.02 to   6.78)","3.52 ( 2.07 to   5.97)","3.31 ( 1.33 to   8.22)","2.42 ( 1.12 to   5.24)","2.09 ( 0.79 to   5.55)","1.93 ( 0.77 to   4.81)","1.52 ( 0.93 to   2.48)","1.30 ( 0.70 to   2.44)","1.48 ( 0.18 to  12.18)","1.20 ( 0.51 to   2.84)","1.16 ( 0.60 to   2.24)","1.04 ( 0.53 to   2.06)","Afatinib",".","1.05 (0.56 to  1.99)","3.19 (0.82 to 12.46)",".","1.12 (0.42 to  2.95)",".","1.23 (0.59 to  2.56)",".",".",".",".",".",".","."
"9.49 ( 3.40 to  26.47)","5.86 ( 1.99 to  17.32)","5.23 ( 2.01 to  13.57)","3.82 ( 1.68 to   8.70)","3.63 ( 1.69 to   7.80)","3.42 ( 1.13 to  10.28)","2.50 ( 0.97 to   6.45)","2.16 ( 0.68 to   6.88)","1.99 ( 0.64 to   6.16)","1.57 ( 0.69 to   3.58)","1.35 ( 0.59 to   3.10)","1.53 ( 0.17 to  13.51)","1.24 ( 0.42 to   3.65)","1.19 ( 0.47 to   3.03)","1.08 ( 0.42 to   2.78)","1.03 ( 0.44 to   2.45)","Erlotinib + chemotherapy",".",".",".",".",".","1.19 (0.56 to  2.55)",".",".",".",".",".",".","."
"9.68 ( 3.53 to  26.51)","5.98 ( 2.05 to  17.48)","5.33 ( 2.08 to  13.66)","3.90 ( 1.62 to   9.37)","3.70 ( 1.62 to   8.46)","3.48 ( 1.15 to  10.56)","2.55 ( 0.94 to   6.93)","2.21 ( 0.69 to   7.06)","2.03 ( 0.67 to   6.18)","1.60 ( 0.72 to   3.57)","1.37 ( 0.56 to   3.35)","1.56 ( 0.17 to  14.09)","1.26 ( 0.43 to   3.69)","1.22 ( 0.49 to   3.04)","1.10 ( 0.43 to   2.78)","1.05 ( 0.56 to   1.99)","1.02 ( 0.35 to   2.98)","Afatinib + Cetuximab",".",".",".",".",".",".",".",".",".",".",".","."
"10.20 ( 4.77 to  21.81)","6.30 ( 2.75 to  14.43)","5.61 ( 2.92 to  10.79)","4.11 ( 2.36 to   7.13)","3.90 ( 2.45 to   6.21)","3.67 ( 1.51 to   8.89)","2.69 ( 1.30 to   5.57)","2.33 ( 0.90 to   6.02)","2.14 ( 0.87 to   5.24)","1.69 ( 1.00 to   2.87)","1.45 ( 0.82 to   2.56)","1.64 ( 0.20 to  13.32)","1.33 ( 0.58 to   3.04)","1.28 ( 0.69 to   2.39)","1.16 ( 0.60 to   2.23)","1.11 ( 0.63 to   1.95)","1.07 ( 0.47 to   2.47)","1.05 ( 0.45 to   2.46)","Placebo","0.87 (0.31 to  2.46)","0.67 (0.21 to  2.18)",".","1.42 (0.86 to  2.34)","0.99 (0.36 to  2.70)",".",".",".",".",".","."
"10.57 ( 4.94 to  22.59)","6.53 ( 2.67 to  15.99)","5.82 ( 2.82 to  12.00)","4.26 ( 2.22 to   8.16)","4.04 ( 2.26 to   7.25)","3.80 ( 1.53 to   9.46)","2.79 ( 1.24 to   6.26)","2.41 ( 0.91 to   6.39)","2.22 ( 0.91 to   5.43)","1.75 ( 0.94 to   3.27)","1.50 ( 0.77 to   2.94)","1.70 ( 0.20 to  14.22)","1.38 ( 0.56 to   3.37)","1.33 ( 0.68 to   2.62)","1.20 ( 0.62 to   2.31)","1.15 ( 0.60 to   2.21)","1.11 ( 0.45 to   2.75)","1.09 ( 0.44 to   2.72)","1.04 ( 0.58 to   1.84)","Dacomitinib","0.99 (0.51 to  1.90)",".","0.92 (0.39 to  2.16)",".",".",".",".",".",".","."
"10.44 ( 5.98 to  18.23)","6.45 ( 2.90 to  14.34)","5.75 ( 3.19 to  10.35)","4.20 ( 2.34 to   7.57)","3.99 ( 2.37 to   6.73)","3.76 ( 1.69 to   8.36)","2.75 ( 1.28 to   5.92)","2.38 ( 0.99 to   5.70)","2.19 ( 1.05 to   4.55)","1.73 ( 1.04 to   2.89)","1.48 ( 0.80 to   2.75)","1.68 ( 0.20 to  13.82)","1.36 ( 0.61 to   3.02)","1.31 ( 0.79 to   2.18)","1.18 ( 0.79 to   1.77)","1.14 ( 0.66 to   1.97)","1.10 ( 0.47 to   2.60)","1.08 ( 0.47 to   2.50)","1.02 ( 0.61 to   1.72)","0.99 ( 0.59 to   1.66)","Gefitinib",".","1.44 (0.43 to  4.89)",".",".",".",".",".",".","."
"14.38 ( 1.04 to 198.97)","8.88 ( 0.63 to 125.97)","7.91 ( 0.59 to 106.78)","5.79 ( 0.45 to  74.30)","5.50 ( 0.44 to  69.31)","5.17 ( 0.36 to  73.75)","3.79 ( 0.28 to  50.78)","3.28 ( 0.22 to  47.81)","3.02 ( 0.21 to  43.55)","2.38 ( 0.18 to  30.82)","2.04 ( 0.16 to  26.27)","2.32 ( 0.09 to  59.91)","1.88 ( 0.13 to  26.59)","1.81 ( 0.14 to  24.18)","1.63 ( 0.12 to  21.94)","1.56 ( 0.12 to  20.42)","1.51 ( 0.11 to  20.96)","1.49 ( 0.11 to  20.95)","1.41 ( 0.11 to  18.18)","1.36 ( 0.10 to  17.97)","1.38 ( 0.11 to  17.95)","Erlotinib + HGF inhibitor","0.76 (0.06 to  9.45)",".",".",".",".",".",".","."
"10.89 ( 5.25 to  22.61)","6.73 ( 2.98 to  15.20)","6.00 ( 3.18 to  11.29)","4.38 ( 3.00 to   6.41)","4.17 ( 3.33 to   5.21)","3.92 ( 1.71 to   9.00)","2.87 ( 1.57 to   5.25)","2.48 ( 1.01 to   6.12)","2.29 ( 0.96 to   5.46)","1.81 ( 1.18 to   2.77)","1.55 ( 1.04 to   2.31)","1.75 ( 0.23 to  13.66)","1.42 ( 0.63 to   3.20)","1.37 ( 0.75 to   2.49)","1.24 ( 0.67 to   2.30)","1.19 ( 0.73 to   1.92)","1.15 ( 0.55 to   2.38)","1.13 ( 0.51 to   2.49)","1.07 ( 0.71 to   1.61)","1.03 ( 0.60 to   1.77)","1.04 ( 0.65 to   1.67)","0.76 ( 0.06 to   9.45)","Erlotinib",".",".","3.00 (0.12 to 75.89)","2.02 (0.44 to  9.26)",".","3.79 (1.35 to 10.65)","4.66 (1.11 to 19.51)"
"11.23 ( 5.15 to  24.49)","6.94 ( 3.87 to  12.45)","6.18 ( 4.27 to   8.95)","4.52 ( 2.30 to   8.87)","4.30 ( 2.34 to   7.91)","4.04 ( 1.60 to  10.22)","2.96 ( 1.29 to   6.78)","2.56 ( 0.95 to   6.90)","2.36 ( 0.95 to   5.87)","1.86 ( 1.09 to   3.17)","1.59 ( 0.80 to   3.19)","1.81 ( 0.22 to  15.22)","1.47 ( 0.82 to   2.62)","1.41 ( 0.93 to   2.15)","1.27 ( 0.65 to   2.51)","1.22 ( 0.65 to   2.31)","1.18 ( 0.48 to   2.94)","1.16 ( 0.47 to   2.85)","1.10 ( 0.61 to   1.98)","1.06 ( 0.54 to   2.09)","1.08 ( 0.62 to   1.86)","0.78 ( 0.06 to  10.38)","1.03 ( 0.58 to   1.82)","Osimertinib","1.85 (0.23 to 14.70)",".",".","1.59 (0.81 to  3.11)",".","."
"20.79 ( 2.27 to 190.30)","12.84 ( 1.49 to 110.60)","11.44 ( 1.39 to  93.95)","8.37 ( 0.95 to  73.98)","7.95 ( 0.92 to  68.98)","7.48 ( 0.77 to  72.44)","5.48 ( 0.59 to  51.06)","4.74 ( 0.48 to  47.14)","4.36 ( 0.45 to  41.98)","3.45 ( 0.41 to  29.27)","2.95 ( 0.33 to  26.24)","3.35 ( 0.17 to  65.37)","2.71 ( 0.31 to  23.35)","2.61 ( 0.32 to  21.67)","2.36 ( 0.27 to  20.87)","2.26 ( 0.26 to  19.78)","2.19 ( 0.23 to  21.07)","2.15 ( 0.22 to  20.56)","2.04 ( 0.24 to  17.57)","1.97 ( 0.22 to  17.41)","1.99 ( 0.23 to  16.97)","1.45 ( 0.05 to  39.79)","1.91 ( 0.22 to  16.37)","1.85 ( 0.23 to  14.70)","Osimertinib + PD-L1 inhibitor",".",".",".",".","."
"32.67 ( 1.19 to 896.71)","20.18 ( 0.72 to 564.84)","17.99 ( 0.67 to 483.79)","13.15 ( 0.51 to 340.20)","12.50 ( 0.49 to 318.65)","11.76 ( 0.42 to 330.37)","8.61 ( 0.32 to 230.40)","7.45 ( 0.26 to 213.19)","6.86 ( 0.24 to 194.60)","5.42 ( 0.21 to 140.92)","4.64 ( 0.18 to 120.20)","5.26 ( 0.11 to 241.80)","4.26 ( 0.15 to 119.26)","4.11 ( 0.15 to 109.75)","3.71 ( 0.14 to  99.48)","3.56 ( 0.14 to  93.19)","3.44 ( 0.13 to  94.46)","3.38 ( 0.12 to  94.04)","3.20 ( 0.12 to  83.15)","3.09 ( 0.12 to  81.77)","3.13 ( 0.12 to  81.92)","2.27 ( 0.04 to 137.09)","3.00 ( 0.12 to  75.89)","2.91 ( 0.11 to  77.31)","1.57 ( 0.03 to  76.11)","Rociletinib",".",".",".","."
"22.02 ( 4.07 to 119.14)","13.60 ( 2.42 to  76.45)","12.12 ( 2.33 to  63.02)","8.87 ( 1.85 to  42.56)","8.42 ( 1.81 to  39.24)","7.92 ( 1.40 to  44.89)","5.81 ( 1.13 to  29.85)","5.02 ( 0.86 to  29.45)","4.62 ( 0.80 to  26.68)","3.65 ( 0.75 to  17.74)","3.12 ( 0.65 to  15.08)","3.55 ( 0.28 to  45.67)","2.87 ( 0.51 to  16.14)","2.77 ( 0.54 to  14.20)","2.50 ( 0.48 to  12.92)","2.40 ( 0.49 to  11.82)","2.32 ( 0.43 to  12.55)","2.28 ( 0.41 to  12.67)","2.16 ( 0.45 to  10.44)","2.08 ( 0.41 to  10.47)","2.11 ( 0.43 to  10.38)","1.53 ( 0.08 to  29.19)","2.02 ( 0.44 to   9.26)","1.96 ( 0.39 to   9.95)","1.06 ( 0.08 to  14.75)","0.67 ( 0.02 to  23.97)","Erlotinib + HER3 inhibitor",".",".","."
"17.84 ( 6.37 to  49.91)","11.02 ( 4.52 to  26.84)","9.82 ( 4.56 to  21.14)","7.18 ( 2.77 to  18.60)","6.82 ( 2.75 to  16.90)","6.42 ( 2.04 to  20.17)","4.70 ( 1.62 to  13.66)","4.07 ( 1.23 to  13.47)","3.74 ( 1.21 to  11.62)","2.96 ( 1.26 to   6.96)","2.53 ( 0.96 to   6.65)","2.87 ( 0.31 to  26.80)","2.33 ( 0.96 to   5.66)","2.24 ( 1.01 to   4.96)","2.02 ( 0.78 to   5.25)","1.94 ( 0.77 to   4.90)","1.88 ( 0.61 to   5.83)","1.84 ( 0.60 to   5.66)","1.75 ( 0.72 to   4.27)","1.69 ( 0.65 to   4.38)","1.71 ( 0.72 to   4.06)","1.24 ( 0.09 to  17.97)","1.64 ( 0.68 to   3.95)","1.59 ( 0.81 to   3.11)","0.86 ( 0.10 to   7.58)","0.55 ( 0.02 to  15.53)","0.81 ( 0.14 to   4.70)","Gefitinib/Erlotinib",".","."
"41.28 (11.65 to 146.29)","25.50 ( 6.84 to  95.04)","22.72 ( 6.77 to  76.31)","16.62 ( 5.53 to  49.95)","15.79 ( 5.49 to  45.44)","14.85 ( 3.94 to  55.94)","10.88 ( 3.29 to  35.99)","9.41 ( 2.39 to  37.08)","8.66 ( 2.24 to  33.44)","6.84 ( 2.24 to  20.93)","5.86 ( 1.93 to  17.74)","6.65 ( 0.67 to  66.17)","5.39 ( 1.45 to  20.05)","5.19 ( 1.58 to  17.11)","4.68 ( 1.40 to  15.62)","4.49 ( 1.44 to  14.03)","4.35 ( 1.23 to  15.41)","4.26 ( 1.16 to  15.71)","4.05 ( 1.33 to  12.29)","3.91 ( 1.22 to  12.53)","3.95 ( 1.27 to  12.31)","2.87 ( 0.19 to  43.90)","3.79 ( 1.35 to  10.65)","3.67 ( 1.13 to  11.94)","1.99 ( 0.18 to  21.55)","1.26 ( 0.04 to  37.55)","1.87 ( 0.30 to  11.80)","2.31 ( 0.60 to   8.99)","Erlotinib + Autophagy inhibitor","."
"50.71 (10.15 to 253.29)","31.32 ( 6.02 to 162.84)","27.91 ( 5.83 to 133.71)","20.41 ( 4.64 to  89.89)","19.40 ( 4.55 to  82.73)","18.24 ( 3.48 to  95.64)","13.37 ( 2.82 to  63.28)","11.56 ( 2.13 to  62.85)","10.64 ( 1.99 to  56.90)","8.41 ( 1.88 to  37.50)","7.19 ( 1.62 to  31.86)","8.17 ( 0.67 to  99.83)","6.61 ( 1.27 to  34.37)","6.38 ( 1.35 to  30.10)","5.75 ( 1.21 to  27.42)","5.52 ( 1.22 to  25.01)","5.34 ( 1.07 to  26.68)","5.24 ( 1.02 to  26.98)","4.97 ( 1.12 to  22.06)","4.80 ( 1.04 to  22.18)","4.86 ( 1.07 to  21.96)","3.53 ( 0.19 to  64.26)","4.66 ( 1.11 to  19.51)","4.51 ( 0.97 to  21.09)","2.44 ( 0.18 to  32.28)","1.55 ( 0.05 to  53.18)","2.30 ( 0.28 to  18.63)","2.84 ( 0.53 to  15.27)","1.23 ( 0.21 to   7.19)","Erlotinib + MMP inhibitor"
