15.14 (1.82 to   126.24),11.03 (0.35 to   344.26),2.79 (0.45 to    17.39),1.71 (0.32 to     9.27),1.65 (0.31 to     8.70),1.78 (0.20 to    16.04),2.56 (0.07 to    94.79),1.62 (0.14 to    18.94),1.42 (0.22 to     9.31),1.61 (0.03 to    74.99),Osimertinib + antiangiogenesis,.,.,.,.,.,1.86 (0.55 to   6.35),.,.,.,.,.,.,.,.,.,.,.
14.20 (0.66 to   303.52),10.34 (0.17 to   617.24),2.62 (0.16 to    41.74),1.61 (0.11 to    23.01),1.55 (0.08 to    31.02),1.66 (0.08 to    33.86),2.40 (0.04 to   153.27),1.52 (0.06 to    39.80),1.34 (0.06 to    32.03),1.51 (0.02 to   117.84),0.94 (0.04 to    20.70),DHFR inhibitor,.,.,.,.,.,.,2.11 (0.15 to  29.12),.,.,.,.,.,.,.,.,.
19.90 (3.91 to   101.23),14.49 (0.61 to   341.82),3.67 (1.13 to    11.86),2.25 (0.89 to     5.70),2.17 (0.47 to    10.07),2.33 (0.43 to    12.64),3.37 (0.12 to    93.55),2.13 (0.37 to    12.31),1.87 (0.29 to    12.11),2.12 (0.06 to    75.38),1.31 (0.23 to     7.36),1.40 (0.09 to    22.01),Afatinib,0.76 (0.16 to   3.48),.,.,.,.,1.23 (0.35 to   4.34),1.52 (0.35 to   6.65),.,3.86 (0.63 to  23.53),.,.,.,.,.,.
20.65 (4.21 to   101.35),15.04 (0.65 to   348.26),3.81 (1.28 to    11.29),2.34 (1.04 to     5.25),2.25 (0.54 to     9.30),2.42 (0.48 to    12.32),3.49 (0.13 to    94.06),2.21 (0.31 to    15.80),1.94 (0.34 to    11.25),2.20 (0.06 to    75.96),1.36 (0.28 to     6.76),1.45 (0.10 to    21.99),1.04 (0.43 to     2.53),Chemotherapy,.,.,1.46 (0.35 to   6.08),.,1.20 (0.50 to   2.88),1.97 (0.46 to   8.52),.,.,1.65 (0.17 to  16.29),.,.,.,.,.
21.83 (4.33 to   110.03),15.90 (0.68 to   373.19),4.02 (0.96 to    16.92),2.47 (0.68 to     8.96),2.38 (0.45 to    12.63),2.56 (0.38 to    17.34),3.69 (0.12 to   115.57),2.34 (0.27 to    20.59),2.05 (0.28 to    15.29),2.32 (0.06 to    92.39),1.44 (0.22 to     9.39),1.54 (0.08 to    27.84),1.10 (0.30 to     3.97),1.06 (0.31 to     3.66),Gefitinib + chemotherapy,.,.,.,.,1.39 (0.56 to   3.43),.,.,.,.,.,.,.,.
21.88 (3.76 to   127.48),15.94 (0.63 to   403.88),4.03 (0.91 to    17.84),2.48 (0.66 to     9.31),2.38 (0.75 to     7.55),2.57 (0.37 to    17.80),3.70 (0.12 to   117.38),2.34 (0.26 to    21.41),2.06 (0.35 to    12.16),2.33 (0.06 to    93.76),1.45 (0.29 to     7.33),1.54 (0.08 to    28.35),1.10 (0.29 to     4.24),1.06 (0.31 to     3.67),1.00 (0.23 to     4.29),Lazertinib,1.48 (0.42 to   5.24),.,.,1.16 (0.27 to   4.97),.,.,.,.,.,.,.,.
28.22 (5.00 to   159.33),20.55 (0.82 to   512.07),5.20 (1.34 to    20.23),3.19 (1.00 to    10.19),3.07 (1.00 to     9.46),3.31 (0.53 to    20.59),4.77 (0.16 to   142.61),3.02 (0.36 to    25.44),2.66 (0.64 to    11.01),3.00 (0.08 to   114.36),1.86 (0.55 to     6.35),1.99 (0.12 to    34.05),1.42 (0.42 to     4.75),1.37 (0.49 to     3.83),1.29 (0.31 to     5.33),1.29 (0.44 to     3.74),Osimertinib,.,.,.,.,1.58 (0.31 to   8.03),.,1.64 (0.42 to   6.44),.,.,.,.
29.76 (5.29 to   167.53),21.68 (0.87 to   539.21),5.49 (1.77 to    16.99),3.37 (1.47 to     7.74),3.24 (0.65 to    16.26),3.49 (0.68 to    17.95),5.04 (0.19 to   136.29),3.19 (0.40 to    25.15),2.80 (0.41 to    19.17),3.17 (0.09 to   110.03),1.97 (0.33 to    11.70),2.10 (0.14 to    31.89),1.50 (0.50 to     4.46),1.44 (0.53 to     3.89),1.36 (0.33 to     5.60),1.36 (0.32 to     5.77),1.05 (0.29 to     3.85),Erlotinib + MET inhibitor,1.00 (0.49 to   2.05),.,.,.,.,.,.,.,.,.
29.89 (6.19 to   144.20),21.77 (0.95 to   499.78),5.51 (2.29 to    13.24),3.38 (2.21 to     5.19),3.26 (0.77 to    13.82),3.50 (0.80 to    15.31),5.06 (0.20 to   126.59),3.20 (0.46 to    22.25),2.81 (0.47 to    16.79),3.18 (0.10 to   102.77),1.97 (0.39 to    10.12),2.11 (0.15 to    29.12),1.50 (0.66 to     3.43),1.45 (0.73 to     2.88),1.37 (0.40 to     4.64),1.37 (0.39 to     4.80),1.06 (0.36 to     3.12),1.00 (0.49 to     2.05),Erlotinib,.,1.17 (0.36 to   3.78),0.61 (0.24 to   1.55),1.17 (0.31 to   4.40),.,3.00 (0.10 to  88.57),3.08 (0.10 to  91.57),2.03 (0.30 to  13.91),9.38 (0.42 to 211.46)
30.38 (7.93 to   116.35),22.13 (1.08 to   455.39),5.60 (1.83 to    17.13),3.44 (1.37 to     8.62),3.31 (0.81 to    13.49),3.56 (0.66 to    19.26),5.14 (0.19 to   142.64),3.25 (0.45 to    23.56),2.86 (0.48 to    17.18),3.23 (0.09 to   114.96),2.01 (0.39 to    10.37),2.14 (0.14 to    33.56),1.53 (0.61 to     3.83),1.47 (0.63 to     3.45),1.39 (0.56 to     3.43),1.39 (0.44 to     4.35),1.08 (0.36 to     3.21),1.02 (0.34 to     3.03),1.02 (0.45 to     2.31),Gefitinib,1.19 (0.26 to   5.39),1.66 (0.38 to   7.37),.,.,.,.,.,.
32.70 (6.28 to   170.39),23.82 (1.00 to   568.74),6.03 (1.82 to    20.00),3.70 (1.42 to     9.66),3.56 (0.74 to    17.16),3.83 (0.70 to    21.14),5.53 (0.20 to   155.07),3.50 (0.44 to    27.63),3.08 (0.46 to    20.56),3.48 (0.10 to   124.89),2.16 (0.37 to    12.52),2.30 (0.15 to    36.55),1.64 (0.55 to     4.89),1.58 (0.57 to     4.39),1.50 (0.40 to     5.59),1.49 (0.37 to     5.98),1.16 (0.33 to     4.08),1.10 (0.36 to     3.36),1.09 (0.46 to     2.59),1.08 (0.41 to     2.81),Dacomitinib,1.21 (0.28 to   5.28),.,.,.,.,.,.
32.57 (6.67 to   159.09),23.72 (1.03 to   547.96),6.00 (2.01 to    17.91),3.69 (1.63 to     8.36),3.55 (0.84 to    14.95),3.82 (0.75 to    19.54),5.51 (0.20 to   148.73),3.49 (0.48 to    25.26),3.07 (0.52 to    18.10),3.47 (0.10 to   120.10),2.15 (0.42 to    10.90),2.29 (0.15 to    34.79),1.64 (0.65 to     4.10),1.58 (0.67 to     3.74),1.49 (0.43 to     5.13),1.49 (0.42 to     5.22),1.15 (0.40 to     3.34),1.09 (0.40 to     2.97),1.09 (0.54 to     2.20),1.07 (0.46 to     2.49),1.00 (0.40 to     2.48),Placebo,.,.,.,.,.,.
37.91 (5.32 to   269.91),27.61 (0.97 to   783.86),6.99 (1.57 to    31.12),4.29 (1.18 to    15.56),4.13 (0.65 to    26.36),4.44 (0.66 to    30.03),6.41 (0.21 to   200.40),4.06 (0.42 to    39.25),3.57 (0.42 to    29.97),4.04 (0.10 to   160.22),2.50 (0.34 to    18.55),2.67 (0.15 to    48.26),1.90 (0.45 to     8.04),1.84 (0.49 to     6.83),1.74 (0.32 to     9.43),1.73 (0.31 to     9.60),1.34 (0.28 to     6.54),1.27 (0.31 to     5.21),1.27 (0.38 to     4.28),1.25 (0.30 to     5.22),1.16 (0.27 to     5.07),1.16 (0.29 to     4.65),Erlotinib + chemotherapy,.,.,.,.,.
46.37 (5.11 to   420.54),33.77 (1.03 to  1111.19),8.55 (1.25 to    58.66),5.25 (0.87 to    31.50),5.05 (0.86 to    29.61),5.44 (0.56 to    53.26),7.85 (0.20 to   305.23),4.96 (0.39 to    62.38),4.36 (0.61 to    31.34),4.94 (0.10 to   240.77),3.06 (0.49 to    19.19),3.27 (0.14 to    76.38),2.33 (0.38 to    14.45),2.25 (0.41 to    12.43),2.12 (0.30 to    15.20),2.12 (0.38 to    11.97),1.64 (0.42 to     6.44),1.56 (0.24 to    10.23),1.55 (0.27 to     8.86),1.53 (0.27 to     8.77),1.42 (0.22 to     9.08),1.42 (0.25 to     8.04),1.22 (0.15 to     9.90),Gefitinib/Erlotinib,.,.,.,.
89.67 (2.14 to  3749.01),65.31 (0.65 to  6581.97),16.53 (0.50 to   545.62),10.15 (0.33 to   307.85),9.77 (0.25 to   387.68),10.51 (0.26 to   422.00),15.17 (0.14 to  1622.32),9.60 (0.19 to   474.78),8.44 (0.18 to   387.82),9.55 (0.07 to  1221.02),5.92 (0.14 to   254.18),6.32 (0.09 to   458.55),4.51 (0.14 to   146.94),4.34 (0.14 to   137.43),4.11 (0.11 to   150.07),4.10 (0.11 to   151.59),3.18 (0.09 to   111.04),3.01 (0.09 to    95.82),3.00 (0.10 to    88.57),2.95 (0.09 to    96.11),2.74 (0.08 to    90.16),2.75 (0.09 to    87.35),2.37 (0.06 to    86.30),1.93 (0.04 to    87.05),Rociletinib,.,.,.
92.06 (2.19 to  3873.27),67.05 (0.66 to  6791.99),16.97 (0.51 to   563.94),10.42 (0.34 to   318.24),10.03 (0.25 to   400.57),10.79 (0.27 to   436.02),15.58 (0.14 to  1673.97),9.85 (0.20 to   490.39),8.66 (0.19 to   400.61),9.80 (0.08 to  1259.67),6.08 (0.14 to   262.60),6.48 (0.09 to   473.37),4.63 (0.14 to   151.88),4.46 (0.14 to   142.05),4.22 (0.11 to   155.08),4.21 (0.11 to   156.65),3.26 (0.09 to   114.76),3.09 (0.10 to    99.04),3.08 (0.10 to    91.57),3.03 (0.09 to    99.34),2.82 (0.09 to    93.19),2.83 (0.09 to    90.29),2.43 (0.07 to    89.18),1.99 (0.04 to    89.93),1.03 (0.01 to   123.80),Erlotinib + Autophagy inhibitor,.,.
60.66 (5.05 to   729.03),44.18 (1.12 to  1747.58),11.18 (1.35 to    92.71),6.87 (0.96 to    49.34),6.61 (0.59 to    73.40),7.11 (0.63 to    80.36),10.26 (0.24 to   437.14),6.49 (0.42 to    99.80),5.71 (0.41 to    78.91),6.46 (0.12 to   343.05),4.01 (0.32 to    50.07),4.27 (0.16 to   110.95),3.05 (0.38 to    24.77),2.94 (0.38 to    22.70),2.78 (0.28 to    27.14),2.77 (0.28 to    27.61),2.15 (0.24 to    19.56),2.04 (0.26 to    15.88),2.03 (0.30 to    13.91),2.00 (0.25 to    16.19),1.85 (0.23 to    15.28),1.86 (0.24 to    14.45),1.60 (0.16 to    15.59),1.31 (0.10 to    17.54),0.68 (0.01 to    33.23),0.66 (0.01 to    32.56),Erlotinib + HER3 inhibitor,.
280.44 (8.55 to  9195.40),204.26 (2.46 to 16949.11),51.69 (2.03 to  1314.80),31.74 (1.37 to   736.65),30.55 (0.99 to   947.40),32.89 (1.05 to  1032.08),47.46 (0.54 to  4188.32),30.02 (0.77 to  1177.60),26.40 (0.73 to   957.33),29.85 (0.28 to  3175.65),18.53 (0.55 to   624.57),19.75 (0.34 to  1162.51),14.09 (0.56 to   353.74),13.58 (0.56 to   330.02),12.85 (0.45 to   364.51),12.82 (0.45 to   368.54),9.94 (0.37 to   268.78),9.42 (0.39 to   230.19),9.38 (0.42 to   211.46),9.23 (0.37 to   231.35),8.58 (0.34 to   217.19),8.61 (0.35 to   209.80),7.40 (0.26 to   209.58),6.05 (0.17 to   214.60),3.13 (0.03 to   311.28),3.05 (0.03 to   304.75),4.62 (0.12 to   180.03),Erlotinib + MMP inhibitor
