11.88 (4.41 to   32.01),8.32 (2.56 to   27.06),6.64 (2.66 to   16.55),6.32 (2.08 to   19.26),4.01 (1.94 to    8.28),4.07 (1.31 to   12.61),3.17 (0.99 to   10.14),4.94 (0.19 to  127.41),2.54 (0.77 to    8.32),2.24 (0.72 to    6.99),1.70 (0.85 to    3.41),2.04 (0.14 to   28.98),1.62 (0.43 to    6.03),1.40 (0.59 to    3.29),1.27 (0.69 to    2.35),1.19 (0.55 to    2.57),1.13 (0.30 to    4.24),1.07 (0.33 to    3.43),1.04 (0.44 to    2.46),0.78 (0.03 to   17.33),Gefitinib,1.51 (0.32 to   7.08),.,1.15 (0.40 to   3.32),1.63 (0.39 to   6.79),.,.,.,.,.,.
12.26 (3.75 to   40.01),8.58 (2.64 to   27.90),6.85 (3.38 to   13.90),6.53 (2.06 to   20.68),4.14 (2.96 to    5.79),4.20 (1.31 to   13.43),3.27 (1.25 to    8.60),5.10 (0.21 to  123.24),2.62 (0.77 to    8.85),2.31 (0.62 to    8.55),1.76 (0.99 to    3.13),2.11 (0.16 to   27.62),1.67 (0.45 to    6.22),1.44 (0.55 to    3.77),1.31 (0.54 to    3.19),1.23 (0.61 to    2.48),1.16 (0.32 to    4.20),1.11 (0.41 to    2.98),1.07 (0.45 to    2.54),0.80 (0.04 to   16.71),1.03 (0.54 to    1.97),Erlotinib,1.03 (0.54 to   1.95),1.15 (0.38 to   3.49),0.70 (0.32 to   1.53),.,.,3.00 (0.11 to  85.02),2.03 (0.32 to  12.93),4.43 (1.13 to  17.33),5.55 (0.93 to  33.22)
12.59 (3.28 to   48.29),8.82 (2.31 to   33.69),7.04 (2.71 to   18.25),6.70 (1.79 to   25.05),4.25 (2.07 to    8.74),4.31 (1.14 to   16.25),3.36 (1.06 to   10.71),5.23 (0.20 to  134.87),2.69 (0.68 to   10.63),2.37 (0.55 to   10.18),1.81 (0.76 to    4.27),2.16 (0.15 to   30.67),1.72 (0.40 to    7.40),1.48 (0.47 to    4.70),1.34 (0.45 to    4.03),1.26 (0.49 to    3.26),1.20 (0.29 to    5.02),1.14 (0.35 to    3.69),1.10 (0.38 to    3.22),0.82 (0.04 to   18.34),1.06 (0.43 to    2.63),1.03 (0.54 to    1.95),Erlotinib + MET inhibitor,.,.,.,.,.,.,.,.
13.27 (3.80 to   46.31),9.30 (2.53 to   34.22),7.42 (2.70 to   20.38),7.07 (1.99 to   25.11),4.48 (1.98 to   10.16),4.54 (1.24 to   16.60),3.55 (1.05 to   12.03),5.52 (0.21 to  145.56),2.83 (0.74 to   10.88),2.50 (0.64 to    9.84),1.90 (0.80 to    4.53),2.28 (0.16 to   33.28),1.81 (0.43 to    7.54),1.56 (0.53 to    4.60),1.42 (0.53 to    3.77),1.33 (0.52 to    3.39),1.26 (0.30 to    5.25),1.20 (0.35 to    4.11),1.16 (0.42 to    3.24),0.87 (0.04 to   19.82),1.12 (0.52 to    2.39),1.08 (0.51 to    2.29),1.05 (0.39 to    2.82),Dacomitinib,1.21 (0.30 to   4.79),.,.,.,.,.,.
13.83 (4.09 to   46.85),9.69 (2.98 to   31.50),7.73 (3.11 to   19.25),7.37 (2.31 to   23.54),4.67 (2.36 to    9.27),4.74 (1.36 to   16.47),3.70 (1.19 to   11.51),5.75 (0.22 to  147.08),2.95 (0.81 to   10.81),2.61 (0.68 to    9.98),1.98 (0.95 to    4.14),2.38 (0.17 to   33.39),1.89 (0.51 to    7.02),1.63 (0.61 to    4.35),1.48 (0.58 to    3.78),1.39 (0.62 to    3.09),1.31 (0.34 to    5.03),1.25 (0.40 to    3.93),1.21 (0.51 to    2.86),0.90 (0.04 to   19.99),1.16 (0.57 to    2.37),1.13 (0.62 to    2.05),1.10 (0.46 to    2.64),1.04 (0.47 to    2.32),Placebo,.,.,.,.,.,.
18.32 (3.35 to  100.26),12.83 (3.33 to   49.37),10.24 (2.20 to   47.65),9.76 (2.38 to   40.00),6.19 (1.50 to   25.58),6.27 (1.10 to   35.59),4.89 (0.91 to   26.38),7.62 (0.24 to  245.19),3.91 (0.66 to   23.03),3.45 (0.58 to   20.67),2.63 (0.68 to   10.18),3.15 (0.17 to   58.38),2.50 (0.58 to   10.83),2.15 (0.55 to    8.37),1.96 (0.43 to    8.87),1.84 (0.43 to    7.86),1.74 (0.29 to   10.63),1.65 (0.31 to    8.86),1.61 (0.55 to    4.73),1.20 (0.04 to   33.67),1.54 (0.39 to    6.14),1.49 (0.38 to    5.94),1.45 (0.32 to    6.66),1.38 (0.31 to    6.11),1.32 (0.33 to    5.26),Gefitinib/Erlotinib,.,.,.,.,.
26.90 (1.52 to  475.88),18.84 (1.29 to  274.71),15.04 (0.93 to  242.39),14.33 (0.95 to  215.77),9.08 (0.60 to  137.41),9.21 (0.51 to  166.46),7.19 (0.41 to  126.00),11.18 (0.17 to  726.31),5.74 (0.31 to  106.16),5.07 (0.27 to   94.66),3.86 (0.26 to   56.44),4.62 (0.11 to  192.13),3.67 (0.24 to   56.89),3.16 (0.22 to   46.34),2.87 (0.18 to   45.65),2.69 (0.17 to   41.54),2.56 (0.14 to   48.30),2.43 (0.14 to   42.40),2.36 (0.18 to   30.35),1.76 (0.03 to  102.07),2.26 (0.15 to   33.58),2.19 (0.15 to   32.53),2.14 (0.13 to   34.12),2.03 (0.13 to   31.79),1.94 (0.13 to   28.82),1.47 (0.09 to   23.53),PD-L1 inhibitor,.,.,.,.
36.77 (1.06 to 1276.64),25.75 (0.74 to  892.82),20.55 (0.67 to  627.19),19.58 (0.57 to  673.21),12.42 (0.43 to  357.79),12.59 (0.36 to  434.16),9.82 (0.30 to  319.20),15.29 (0.15 to 1549.57),7.85 (0.22 to  275.78),6.93 (0.19 to  251.37),5.27 (0.18 to  157.02),6.32 (0.09 to  429.77),5.01 (0.14 to  182.15),4.32 (0.13 to  140.28),3.93 (0.12 to  125.05),3.68 (0.12 to  112.28),3.49 (0.10 to  125.62),3.32 (0.10 to  108.53),3.22 (0.10 to  101.79),2.40 (0.03 to  220.16),3.10 (0.10 to   93.32),3.00 (0.11 to   85.02),2.92 (0.10 to   87.92),2.77 (0.09 to   85.26),2.66 (0.09 to   79.42),2.01 (0.05 to   74.78),1.37 (0.02 to  100.31),Rociletinib,.,.,.
24.87 (2.76 to  223.96),17.42 (1.94 to  156.49),13.90 (1.91 to  100.96),13.25 (1.49 to  117.38),8.40 (1.28 to   55.16),8.51 (0.96 to   75.86),6.65 (0.82 to   53.67),10.34 (0.26 to  412.04),5.31 (0.58 to   48.73),4.69 (0.49 to   45.28),3.57 (0.51 to   24.83),4.27 (0.18 to  101.83),3.39 (0.35 to   32.84),2.92 (0.36 to   23.57),2.66 (0.34 to   20.74),2.49 (0.34 to   18.06),2.36 (0.25 to   22.50),2.24 (0.27 to   18.34),2.18 (0.28 to   16.79),1.62 (0.05 to   57.03),2.09 (0.29 to   14.89),2.03 (0.32 to   12.93),1.98 (0.28 to   14.01),1.87 (0.25 to   13.81),1.80 (0.26 to   12.59),1.36 (0.13 to   13.68),0.92 (0.04 to   24.35),0.68 (0.01 to   30.94),Erlotinib + HER3 inhibitor,.,.
54.28 (8.92 to  330.34),38.01 (6.26 to  230.70),30.34 (6.52 to  141.11),28.91 (4.84 to  172.53),18.33 (4.50 to   74.71),18.58 (3.09 to  111.64),14.50 (2.73 to   77.18),22.56 (0.71 to  722.08),11.59 (1.86 to   72.17),10.23 (1.54 to   67.77),7.78 (1.77 to   34.26),9.32 (0.51 to  171.73),7.40 (1.11 to   49.18),6.38 (1.20 to   33.89),5.80 (1.14 to   29.58),5.44 (1.17 to   25.23),5.16 (0.79 to   33.58),4.90 (0.91 to   26.45),4.76 (0.95 to   23.86),3.54 (0.13 to   99.12),4.57 (1.01 to   20.68),4.43 (1.13 to   17.33),4.31 (0.96 to   19.45),4.09 (0.86 to   19.38),3.92 (0.88 to   17.41),2.96 (0.43 to   20.64),2.02 (0.10 to   41.42),1.48 (0.04 to   54.67),2.18 (0.22 to   21.78),Erlotinib + Autophagy inhibitor,.
67.98 (7.95 to  581.06),47.61 (5.58 to  405.98),38.00 (5.54 to  260.42),36.20 (4.31 to  304.43),22.95 (3.72 to  141.83),23.27 (2.75 to  196.77),18.16 (2.38 to  138.85),28.26 (0.73 to 1092.00),14.51 (1.67 to  126.49),12.81 (1.39 to  117.67),9.75 (1.49 to   63.96),11.68 (0.51 to  268.53),9.26 (1.01 to   85.36),7.99 (1.05 to   60.98),7.26 (0.98 to   53.62),6.81 (1.00 to   46.58),6.46 (0.71 to   58.46),6.13 (0.79 to   47.46),5.96 (0.82 to   43.39),4.44 (0.13 to  150.98),5.72 (0.85 to   38.38),5.55 (0.93 to   33.22),5.40 (0.81 to   36.12),5.12 (0.74 to   35.64),4.91 (0.74 to   32.44),3.71 (0.39 to   35.57),2.53 (0.10 to   64.29),1.85 (0.04 to   82.09),2.73 (0.21 to   35.92),1.25 (0.13 to   11.89),Erlotinib + MMP inhibitor
