"0.14 (0.01 to    3.06)","0.48 (0.19 to    1.24)","0.51 (0.24 to    1.11)","0.64 (0.30 to    1.37)","0.40 (0.01 to   10.79)","0.67 (0.20 to    2.31)","0.71 (0.44 to    1.12)","0.60 (0.08 to    4.66)","0.71 (0.27 to    1.82)","0.76 (0.19 to    2.99)","0.91 (0.19 to    4.39)","0.94 (0.22 to    3.99)","1.00 (0.16 to    6.12)","Erlotinib","0.96 (0.16 to   5.67)",".",".",".",".","0.92 (0.44 to   1.95)","0.42 (0.14 to   1.27)",".","0.55 (0.15 to   1.95)",".",".",".",".",".","0.30 (0.12 to   0.74)","0.13 (0.04 to   0.36)"
"0.13 (0.00 to    4.71)","0.46 (0.06 to    3.44)","0.49 (0.07 to    3.42)","0.62 (0.09 to    4.24)","0.38 (0.01 to   16.20)","0.65 (0.07 to    5.61)","0.68 (0.11 to    4.25)","0.58 (0.04 to    8.67)","0.68 (0.09 to    5.06)","0.73 (0.08 to    6.88)","0.87 (0.08 to    9.36)","0.90 (0.09 to    8.92)","0.96 (0.08 to   12.13)","0.96 (0.16 to    5.67)","DHFR inhibitor",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.12 (0.00 to    3.26)","0.43 (0.10 to    1.87)","0.46 (0.10 to    2.01)","0.57 (0.13 to    2.53)","0.35 (0.01 to   11.40)","0.60 (0.12 to    3.09)","0.63 (0.16 to    2.46)","0.53 (0.05 to    5.99)","0.63 (0.13 to    3.09)","0.68 (0.12 to    3.88)","0.81 (0.11 to    6.16)","0.84 (0.13 to    5.23)","0.89 (0.10 to    8.19)","0.89 (0.24 to    3.21)","0.92 (0.10 to    8.28)","Gefitinib","0.96 (0.57 to   1.62)","0.90 (0.19 to   4.22)","0.87 (0.42 to   1.78)","0.76 (0.16 to   3.57)","3.04 (0.12 to  75.13)",".",".",".",".",".","3.00 (0.12 to  74.09)",".","0.03 (0.00 to   0.57)","."
"0.12 (0.00 to    3.27)","0.41 (0.09 to    1.96)","0.44 (0.09 to    2.11)","0.55 (0.11 to    2.66)","0.34 (0.01 to   11.38)","0.57 (0.10 to    3.22)","0.60 (0.14 to    2.60)","0.51 (0.04 to    6.08)","0.60 (0.11 to    3.23)","0.65 (0.10 to    4.03)","0.77 (0.09 to    6.32)","0.80 (0.12 to    5.41)","0.85 (0.09 to    8.35)","0.85 (0.21 to    3.42)","0.89 (0.09 to    8.45)","0.96 (0.57 to    1.62)","Almonertinib",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.11 (0.00 to    4.14)","0.38 (0.04 to    3.25)","0.41 (0.05 to    3.50)","0.51 (0.06 to    4.38)","0.32 (0.01 to   14.21)","0.54 (0.06 to    5.13)","0.56 (0.07 to    4.44)","0.48 (0.03 to    8.45)","0.56 (0.06 to    5.19)","0.61 (0.06 to    6.27)","0.72 (0.06 to    9.31)","0.75 (0.07 to    8.27)","0.80 (0.05 to   11.94)","0.80 (0.11 to    5.96)","0.83 (0.06 to   12.14)","0.90 (0.19 to    4.22)","0.93 (0.18 to    4.79)","Gefitinib + chemotherapy",".",".",".",".",".",".",".",".",".",".",".","."
"0.11 (0.00 to    3.07)","0.37 (0.07 to    1.91)","0.40 (0.08 to    2.06)","0.49 (0.09 to    2.59)","0.31 (0.01 to   10.67)","0.52 (0.09 to    3.12)","0.54 (0.12 to    2.55)","0.46 (0.04 to    5.78)","0.54 (0.09 to    3.14)","0.59 (0.09 to    3.89)","0.70 (0.08 to    6.06)","0.73 (0.10 to    5.21)","0.77 (0.07 to    7.97)","0.77 (0.18 to    3.37)","0.80 (0.08 to    8.07)","0.87 (0.42 to    1.78)","0.91 (0.37 to    2.20)","0.97 (0.18 to    5.34)","Furmonertinib",".",".",".",".",".",".",".",".",".",".","."
"0.11 (0.00 to    2.45)","0.38 (0.13 to    1.08)","0.40 (0.15 to    1.10)","0.50 (0.18 to    1.38)","0.31 (0.01 to    8.64)","0.53 (0.15 to    1.91)","0.55 (0.25 to    1.25)","0.47 (0.05 to    4.07)","0.55 (0.17 to    1.76)","0.60 (0.15 to    2.46)","0.71 (0.13 to    3.94)","0.74 (0.16 to    3.44)","0.79 (0.11 to    5.41)","0.79 (0.40 to    1.53)","0.82 (0.12 to    5.45)","0.89 (0.26 to    3.03)","0.92 (0.24 to    3.51)","0.99 (0.14 to    7.13)","1.02 (0.25 to    4.23)","Chemotherapy","6.23 (0.25 to 154.18)",".","0.97 (0.10 to   9.58)","0.87 (0.13 to   5.99)",".",".",".",".",".","."
"0.09 (0.00 to    2.20)","0.33 (0.11 to    0.99)","0.35 (0.11 to    1.12)","0.43 (0.13 to    1.42)","0.27 (0.01 to    7.75)","0.46 (0.11 to    1.82)","0.48 (0.17 to    1.33)","0.41 (0.04 to    3.84)","0.48 (0.13 to    1.78)","0.52 (0.12 to    2.32)","0.62 (0.10 to    3.80)","0.64 (0.21 to    1.95)","0.68 (0.09 to    5.16)","0.68 (0.27 to    1.69)","0.71 (0.10 to    5.20)","0.76 (0.18 to    3.27)","0.80 (0.17 to    3.74)","0.85 (0.10 to    7.12)","0.88 (0.17 to    4.45)","0.86 (0.30 to    2.47)","Afatinib",".",".",".","0.74 (0.20 to   2.73)",".",".",".",".","."
"0.08 (0.00 to    2.68)","0.28 (0.04 to    2.12)","0.30 (0.03 to    2.81)","0.38 (0.04 to    3.62)","0.23 (0.01 to    9.27)","0.40 (0.05 to    3.04)","0.42 (0.05 to    3.68)","0.35 (0.02 to    6.79)","0.42 (0.04 to    4.27)","0.45 (0.05 to    3.75)","0.54 (0.04 to    7.56)","0.56 (0.05 to    6.68)","0.59 (0.04 to    9.65)","0.59 (0.07 to    4.95)","0.61 (0.04 to    9.82)","0.66 (0.07 to    6.51)","0.69 (0.07 to    7.20)","0.74 (0.05 to   11.67)","0.76 (0.07 to    8.36)","0.75 (0.09 to    6.42)","0.87 (0.09 to    8.02)","Lazertinib + Amivantamab",".","1.70 (0.22 to  12.92)",".",".","0.50 (0.09 to   2.93)",".",".","."
"0.08 (0.00 to    2.28)","0.29 (0.07 to    1.29)","0.31 (0.08 to    1.27)","0.39 (0.10 to    1.57)","0.24 (0.01 to    7.95)","0.41 (0.08 to    2.20)","0.43 (0.12 to    1.51)","0.36 (0.03 to    3.87)","0.43 (0.10 to    1.93)","0.46 (0.08 to    2.75)","0.55 (0.08 to    3.93)","0.57 (0.09 to    3.64)","0.61 (0.07 to    5.26)","0.61 (0.19 to    1.96)","0.63 (0.08 to    5.31)","0.69 (0.13 to    3.76)","0.71 (0.12 to    4.24)","0.76 (0.08 to    7.63)","0.79 (0.12 to    5.00)","0.77 (0.22 to    2.76)","0.90 (0.21 to    3.91)","1.03 (0.09 to   11.50)","Erlotinib + chemotherapy",".",".",".",".",".",".","."
"0.09 (0.00 to    1.58)","0.30 (0.16 to    0.57)","0.32 (0.09 to    1.10)","0.40 (0.11 to    1.46)","0.25 (0.01 to    5.65)","0.42 (0.22 to    0.80)","0.44 (0.14 to    1.39)","0.37 (0.04 to    3.74)","0.44 (0.11 to    1.81)","0.47 (0.20 to    1.14)","0.57 (0.09 to    3.76)","0.59 (0.11 to    3.08)","0.62 (0.08 to    5.06)","0.62 (0.22 to    1.78)","0.65 (0.08 to    5.11)","0.70 (0.15 to    3.19)","0.73 (0.15 to    3.63)","0.78 (0.09 to    6.82)","0.81 (0.15 to    4.31)","0.79 (0.26 to    2.40)","0.92 (0.27 to    3.12)","1.06 (0.15 to    7.28)","1.02 (0.22 to    4.83)","Osimertinib",".","0.86 (0.52 to   1.42)","0.30 (0.04 to   2.26)","0.45 (0.22 to   0.89)",".","."
"0.07 (0.00 to    2.12)","0.24 (0.04 to    1.34)","0.26 (0.04 to    1.49)","0.32 (0.06 to    1.88)","0.20 (0.01 to    7.34)","0.34 (0.05 to    2.26)","0.35 (0.07 to    1.86)","0.30 (0.02 to    4.04)","0.35 (0.06 to    2.26)","0.38 (0.05 to    2.81)","0.46 (0.05 to    4.29)","0.47 (0.08 to    2.64)","0.50 (0.04 to    5.61)","0.50 (0.10 to    2.47)","0.52 (0.05 to    5.68)","0.57 (0.08 to    4.00)","0.59 (0.08 to    4.46)","0.63 (0.05 to    7.63)","0.65 (0.08 to    5.22)","0.64 (0.12 to    3.42)","0.74 (0.20 to    2.73)","0.85 (0.06 to   11.19)","0.83 (0.12 to    5.91)","0.81 (0.13 to    4.83)","Afatinib + HMGCR inhibitor",".",".",".",".","."
"0.07 (0.00 to    1.42)","0.26 (0.11 to    0.58)","0.27 (0.07 to    1.04)","0.34 (0.08 to    1.38)","0.21 (0.01 to    5.04)","0.36 (0.16 to    0.81)","0.38 (0.11 to    1.32)","0.32 (0.03 to    3.39)","0.38 (0.08 to    1.69)","0.41 (0.15 to    1.12)","0.49 (0.07 to    3.44)","0.50 (0.09 to    2.85)","0.53 (0.06 to    4.61)","0.53 (0.17 to    1.72)","0.56 (0.07 to    4.65)","0.60 (0.12 to    2.97)","0.63 (0.12 to    3.36)","0.67 (0.07 to    6.19)","0.69 (0.12 to    3.98)","0.68 (0.20 to    2.30)","0.79 (0.21 to    2.96)","0.90 (0.12 to    6.66)","0.88 (0.17 to    4.49)","0.86 (0.52 to    1.42)","1.06 (0.17 to    6.83)","Osimertinib + chemotherapy",".",".",".","."
"0.05 (0.00 to    1.65)","0.19 (0.03 to    1.20)","0.20 (0.03 to    1.58)","0.25 (0.03 to    2.03)","0.16 (0.00 to    5.74)","0.27 (0.04 to    1.75)","0.28 (0.04 to    2.05)","0.24 (0.01 to    3.99)","0.28 (0.03 to    2.41)","0.30 (0.04 to    2.18)","0.36 (0.03 to    4.36)","0.37 (0.04 to    3.82)","0.40 (0.03 to    5.61)","0.40 (0.06 to    2.74)","0.41 (0.03 to    5.70)","0.45 (0.06 to    3.40)","0.47 (0.06 to    3.78)","0.50 (0.04 to    6.39)","0.51 (0.06 to    4.42)","0.50 (0.07 to    3.53)","0.59 (0.08 to    4.49)","0.67 (0.12 to    3.76)","0.65 (0.07 to    6.13)","0.64 (0.11 to    3.74)","0.79 (0.07 to    8.88)","0.74 (0.12 to    4.69)","Lazertinib",".",".","."
"0.04 (0.00 to    0.76)","0.13 (0.05 to    0.34)","0.14 (0.03 to    0.59)","0.18 (0.04 to    0.77)","0.11 (0.00 to    2.72)","0.19 (0.07 to    0.48)","0.20 (0.05 to    0.75)","0.17 (0.01 to    1.85)","0.20 (0.04 to    0.95)","0.21 (0.07 to    0.65)","0.25 (0.03 to    1.89)","0.26 (0.04 to    1.58)","0.28 (0.03 to    2.52)","0.28 (0.08 to    0.98)","0.29 (0.03 to    2.55)","0.31 (0.06 to    1.65)","0.33 (0.06 to    1.87)","0.35 (0.04 to    3.38)","0.36 (0.06 to    2.20)","0.35 (0.10 to    1.31)","0.41 (0.10 to    1.67)","0.47 (0.06 to    3.66)","0.46 (0.08 to    2.50)","0.45 (0.22 to    0.89)","0.55 (0.08 to    3.77)","0.52 (0.22 to    1.23)","0.70 (0.10 to    4.68)","Osimertinib + antiangiogenesis",".","."
"0.03 (0.00 to    0.82)","0.11 (0.03 to    0.41)","0.12 (0.04 to    0.39)","0.15 (0.05 to    0.49)","0.09 (0.00 to    2.86)","0.16 (0.04 to    0.72)","0.17 (0.06 to    0.46)","0.14 (0.02 to    1.33)","0.17 (0.05 to    0.61)","0.18 (0.04 to    0.91)","0.22 (0.04 to    1.31)","0.22 (0.04 to    1.20)","0.24 (0.03 to    1.78)","0.24 (0.10 to    0.58)","0.25 (0.03 to    1.80)","0.27 (0.06 to    1.15)","0.28 (0.06 to    1.31)","0.30 (0.04 to    2.50)","0.31 (0.06 to    1.56)","0.30 (0.10 to    0.89)","0.35 (0.10 to    1.23)","0.40 (0.04 to    3.95)","0.39 (0.09 to    1.69)","0.38 (0.10 to    1.49)","0.47 (0.08 to    2.90)","0.45 (0.10 to    1.90)","0.60 (0.07 to    4.88)","0.86 (0.19 to    3.95)","Antiangiogenesis","."
"0.02 (0.00 to    0.46)","0.06 (0.01 to    0.25)","0.06 (0.02 to    0.24)","0.08 (0.02 to    0.29)","0.05 (0.00 to    1.59)","0.08 (0.02 to    0.43)","0.09 (0.03 to    0.28)","0.08 (0.01 to    0.75)","0.09 (0.02 to    0.36)","0.10 (0.02 to    0.54)","0.11 (0.02 to    0.76)","0.12 (0.02 to    0.70)","0.13 (0.02 to    1.02)","0.13 (0.04 to    0.36)","0.13 (0.02 to    1.03)","0.14 (0.03 to    0.74)","0.15 (0.03 to    0.84)","0.16 (0.02 to    1.53)","0.16 (0.03 to    0.99)","0.16 (0.05 to    0.55)","0.19 (0.05 to    0.74)","0.21 (0.02 to    2.28)","0.21 (0.04 to    0.99)","0.20 (0.05 to    0.89)","0.25 (0.04 to    1.68)","0.24 (0.05 to    1.13)","0.32 (0.04 to    2.86)","0.45 (0.09 to    2.34)","0.53 (0.13 to    2.08)","Rociletinib"
