"2.26 (0.14 to   35.67)","1.96 (0.15 to   25.44)","2.23 (0.10 to   48.79)","2.11 (0.09 to   47.73)","2.88 (0.04 to  195.13)","2.85 (0.04 to  194.05)","1.57 (0.08 to   30.77)","1.81 (0.02 to  149.63)","1.49 (0.06 to   39.40)","1.38 (0.06 to   30.46)","DHFR inhibitor",".",".",".",".",".",".",".","1.75 (0.14 to  21.65)",".",".","."
"2.39 (0.64 to    8.98)","2.07 (0.89 to    4.83)","2.36 (0.37 to   15.04)","2.23 (0.33 to   15.06)","3.05 (0.10 to   96.03)","3.01 (0.10 to   95.62)","1.67 (0.32 to    8.75)","1.92 (0.05 to   76.74)","1.57 (0.18 to   13.76)","1.46 (0.21 to   10.01)","1.06 (0.08 to   14.26)","Chemotherapy","1.49 (0.26 to   8.55)",".","1.79 (0.34 to   9.43)","1.65 (0.13 to  20.39)",".",".","1.46 (0.66 to   3.24)",".",".","."
"2.72 (0.65 to   11.28)","2.35 (0.87 to    6.37)","2.69 (0.56 to   12.93)","2.54 (0.49 to   13.08)","3.47 (0.11 to  113.62)","3.43 (0.10 to  113.13)","1.89 (0.50 to    7.23)","2.18 (0.05 to   90.57)","1.79 (0.19 to   16.84)","1.66 (0.23 to   12.21)","1.20 (0.08 to   17.09)","1.14 (0.43 to    3.03)","3rd-generation EGFR TKIs",".",".",".",".","0.98 (0.23 to   4.18)","1.98 (0.62 to   6.35)",".",".","."
"2.87 (0.67 to   12.19)","2.48 (0.89 to    6.96)","2.84 (0.39 to   20.90)","2.68 (0.34 to   20.84)","3.66 (0.11 to  121.12)","3.62 (0.11 to  120.59)","2.00 (0.32 to   12.35)","2.30 (0.05 to   96.48)","1.89 (0.19 to   18.53)","1.75 (0.23 to   13.11)","1.27 (0.09 to   18.27)","1.20 (0.39 to    3.67)","1.06 (0.31 to    3.62)","1st-generation EGFR TKIs + MET inhibitor",".",".",".",".","1.38 (0.57 to   3.37)",".",".","."
"3.00 (0.79 to   11.45)","2.60 (1.09 to    6.21)","2.97 (0.45 to   19.62)","2.80 (0.40 to   19.62)","3.83 (0.12 to  121.34)","3.79 (0.12 to  120.83)","2.09 (0.38 to   11.46)","2.41 (0.06 to   96.93)","1.98 (0.27 to   14.33)","1.84 (0.26 to   12.71)","1.33 (0.10 to   18.05)","1.26 (0.52 to    3.04)","1.10 (0.39 to    3.15)","1.05 (0.34 to    3.25)","2nd-generation EGFR TKIs",".",".","1.81 (0.48 to   6.81)","1.21 (0.51 to   2.89)",".",".","."
"3.29 (0.80 to   13.59)","2.85 (1.06 to    7.66)","3.25 (0.45 to   23.36)","3.07 (0.40 to   23.31)","4.20 (0.13 to  137.31)","4.15 (0.13 to  136.72)","2.29 (0.38 to   13.77)","2.64 (0.06 to  109.46)","2.17 (0.23 to   20.80)","2.01 (0.27 to   14.74)","1.46 (0.10 to   20.64)","1.38 (0.49 to    3.89)","1.21 (0.37 to    3.98)","1.15 (0.34 to    3.92)","1.10 (0.37 to    3.26)","1st-generation EGFR TKIs + chemotherapy",".",".","1.26 (0.53 to   3.02)",".",".","."
"4.68 (0.11 to  196.27)","4.05 (0.11 to  147.60)","4.63 (0.09 to  248.21)","4.37 (0.08 to  240.87)","5.98 (0.04 to  810.54)","5.91 (0.04 to  805.38)","3.26 (0.07 to  160.58)","3.76 (0.02 to  604.96)","3.08 (0.05 to  192.24)","2.86 (0.05 to  154.59)","2.07 (0.03 to  161.54)","1.96 (0.05 to   73.25)","1.72 (0.04 to   66.85)","1.63 (0.04 to   63.94)","1.56 (0.04 to   58.64)","1.42 (0.04 to   55.12)","Rociletinib(500mg)",".","0.85 (0.02 to  29.69)",".",".","."
"3.55 (0.92 to   13.65)","3.07 (1.27 to    7.44)","3.51 (0.56 to   22.02)","3.31 (0.50 to   22.05)","4.53 (0.14 to  143.98)","4.48 (0.14 to  143.37)","2.47 (0.48 to   12.79)","2.85 (0.07 to  114.98)","2.34 (0.27 to   20.24)","2.17 (0.31 to   15.12)","1.57 (0.12 to   21.45)","1.49 (0.58 to    3.80)","1.31 (0.50 to    3.38)","1.24 (0.39 to    3.89)","1.18 (0.50 to    2.79)","1.08 (0.36 to    3.26)","0.76 (0.02 to   28.57)","Placebo","1.22 (0.49 to   3.03)",".",".","."
"3.96 (1.27 to   12.39)","3.43 (2.05 to    5.75)","3.92 (0.66 to   23.40)","3.70 (0.58 to   23.48)","5.06 (0.17 to  149.06)","5.00 (0.17 to  148.45)","2.76 (0.56 to   13.51)","3.18 (0.08 to  119.63)","2.61 (0.32 to   21.35)","2.42 (0.40 to   14.71)","1.75 (0.14 to   21.65)","1.66 (0.85 to    3.25)","1.46 (0.62 to    3.42)","1.38 (0.57 to    3.37)","1.32 (0.65 to    2.67)","1.20 (0.52 to    2.80)","0.85 (0.02 to   29.69)","1.12 (0.54 to    2.29)","1st-generation EGFR TKIs","3.08 (0.09 to 106.97)","2.40 (0.21 to  27.30)","9.38 (0.35 to 250.29)"
"12.20 (0.29 to  506.58)","10.56 (0.29 to  380.82)","12.07 (0.23 to  641.01)","11.39 (0.21 to  622.10)","15.58 (0.12 to 2096.87)","15.40 (0.11 to 2083.52)","8.51 (0.17 to  414.62)","9.80 (0.06 to 1565.41)","8.04 (0.13 to  496.63)","7.46 (0.14 to  399.24)","5.40 (0.07 to  417.52)","5.11 (0.14 to  189.01)","4.49 (0.12 to  172.52)","4.25 (0.11 to  164.99)","4.07 (0.11 to  151.30)","3.71 (0.10 to  142.24)","2.61 (0.02 to  396.30)","3.44 (0.09 to  128.35)","3.08 (0.09 to  106.97)","1st-generation EGFR TKIs + Autophagy inhibitor",".","."
"9.51 (0.65 to  139.40)","8.24 (0.69 to   98.84)","9.41 (0.46 to  192.26)","8.88 (0.42 to  188.22)","12.15 (0.19 to  782.94)","12.01 (0.19 to  778.66)","6.63 (0.36 to  120.92)","7.64 (0.10 to  601.68)","6.27 (0.25 to  155.86)","5.82 (0.28 to  120.03)","4.21 (0.13 to  138.97)","3.98 (0.32 to   49.61)","3.50 (0.27 to   46.01)","3.32 (0.25 to   44.18)","3.17 (0.25 to   39.81)","2.89 (0.22 to   37.91)","2.03 (0.03 to  151.10)","2.68 (0.21 to   33.82)","2.40 (0.21 to   27.30)","0.78 (0.01 to   57.49)","1st-generation EGFR TKIs + HER3 inhibitor(9mg/kg)","."
"37.16 (1.15 to 1201.53)","32.18 (1.16 to  893.70)","36.77 (0.87 to 1545.68)","34.71 (0.80 to 1502.66)","47.46 (0.43 to 5296.04)","46.91 (0.42 to 5263.40)","25.91 (0.68 to  994.31)","29.85 (0.22 to 3979.78)","24.49 (0.50 to 1208.44)","22.73 (0.54 to  963.14)","16.46 (0.26 to 1028.41)","15.56 (0.54 to  444.45)","13.68 (0.46 to  406.84)","12.96 (0.43 to  389.37)","12.39 (0.43 to  355.94)","11.30 (0.38 to  335.38)","7.94 (0.06 to 1005.68)","10.48 (0.36 to  302.02)","9.38 (0.35 to  250.29)","3.05 (0.02 to  383.01)","3.91 (0.07 to  232.37)","1st-generation EGFR TKIs + MMP inhibitor"
