"11.15 (4.84 to   25.66)","6.91 (1.85 to   25.85)","5.35 (1.41 to   20.37)","4.53 (1.18 to   17.42)","2.30 (0.42 to   12.73)","1.88 (0.52 to    6.82)","2.61 (0.08 to   83.16)","1.43 (0.52 to    3.90)","1.19 (0.56 to    2.54)","1.13 (0.29 to    4.40)","1.13 (0.59 to    2.15)","1.00 (0.35 to    2.84)","Dacomitinib",".",".",".",".",".",".",".",".","."
"12.49 (3.39 to   46.06)","7.74 (2.07 to   28.95)","5.99 (1.61 to   22.25)","5.08 (1.96 to   13.15)","2.58 (0.48 to   13.95)","2.10 (0.73 to    6.04)","2.93 (0.09 to   92.17)","1.60 (0.39 to    6.62)","1.33 (0.38 to    4.69)","1.26 (0.34 to    4.74)","1.27 (0.38 to    4.17)","1.12 (0.42 to    2.94)","1.12 (0.29 to    4.34)","Osimertinib + chemotherapy",".",".",".","1.26 (0.63 to  2.48)",".",".",".","."
"12.75 (3.62 to   44.83)","7.90 (5.04 to   12.37)","6.12 (4.53 to    8.26)","5.18 (1.45 to   18.49)","2.63 (0.87 to    7.92)","2.15 (0.78 to    5.91)","2.99 (0.12 to   73.53)","1.63 (0.41 to    6.47)","1.36 (0.41 to    4.56)","1.29 (0.70 to    2.39)","1.29 (0.41 to    4.04)","1.14 (0.36 to    3.60)","1.14 (0.31 to    4.23)","1.02 (0.28 to    3.67)","Erlotinib",".","2.98 (0.12 to 73.49)",".",".","1.84 (0.61 to  5.53)",".","."
"13.08 (4.14 to   41.31)","8.11 (2.35 to   27.92)","6.28 (1.83 to   21.55)","5.32 (2.12 to   13.35)","2.70 (0.53 to   13.77)","2.20 (0.81 to    5.97)","3.07 (0.10 to   93.79)","1.68 (0.47 to    6.02)","1.40 (0.47 to    4.18)","1.32 (0.38 to    4.61)","1.33 (0.48 to    3.68)","1.17 (0.59 to    2.33)","1.17 (0.35 to    3.92)","1.05 (0.41 to    2.66)","1.03 (0.31 to    3.41)","Lazertinib + Amivantamab",".","1.26 (0.66 to  2.41)",".",".",".","."
"13.92 (3.59 to   53.92)","8.62 (2.60 to   28.61)","6.68 (2.06 to   21.72)","5.66 (1.65 to   19.36)","2.87 (0.59 to   14.05)","2.34 (1.14 to    4.81)","3.26 (0.11 to   97.85)","1.78 (0.41 to    7.72)","1.49 (0.40 to    5.50)","1.41 (0.42 to    4.71)","1.41 (0.41 to    4.90)","1.25 (0.39 to    3.99)","1.25 (0.31 to    5.07)","1.11 (0.32 to    3.85)","1.09 (0.35 to    3.42)","1.06 (0.33 to    3.47)","Afatinib",".",".",".",".","1.64 (0.83 to  3.23)"
"15.67 (5.15 to   47.71)","9.71 (3.14 to   30.06)","7.52 (2.45 to   23.08)","6.37 (3.27 to   12.39)","3.23 (0.69 to   15.17)","2.64 (1.18 to    5.91)","3.67 (0.12 to  108.08)","2.01 (0.58 to    6.98)","1.68 (0.58 to    4.82)","1.58 (0.51 to    4.93)","1.59 (0.60 to    4.23)","1.40 (0.71 to    2.79)","1.41 (0.44 to    4.53)","1.26 (0.63 to    2.48)","1.23 (0.42 to    3.64)","1.20 (0.63 to    2.27)","1.13 (0.40 to    3.17)","Osimertinib","2.27 (0.09 to 60.64)",".","1.36 (0.62 to  2.97)","."
"35.62 (1.11 to 1141.78)","22.07 (0.68 to  711.28)","17.10 (0.53 to  549.40)","14.48 (0.51 to  412.86)","7.35 (0.19 to  276.96)","6.00 (0.20 to  176.36)","8.35 (0.07 to  930.75)","4.56 (0.14 to  153.01)","3.81 (0.12 to  119.91)","3.60 (0.11 to  116.26)","3.61 (0.12 to  111.06)","3.19 (0.11 to   91.27)","3.19 (0.10 to  104.36)","2.85 (0.10 to   81.62)","2.79 (0.09 to   88.76)","2.72 (0.10 to   77.24)","2.56 (0.08 to   80.06)","2.27 (0.09 to   60.64)","Osimertinib + PD-L1 inhibitor",".",".","."
"23.48 (4.42 to  124.84)","14.55 (4.44 to   47.72)","11.27 (3.60 to   35.25)","9.54 (1.78 to   51.30)","4.84 (1.02 to   22.98)","3.95 (0.89 to   17.63)","5.51 (0.19 to  162.75)","3.01 (0.52 to   17.52)","2.51 (0.49 to   12.86)","2.37 (0.67 to    8.38)","2.38 (0.49 to   11.60)","2.10 (0.43 to   10.31)","2.11 (0.38 to   11.64)","1.88 (0.35 to   10.17)","1.84 (0.61 to    5.53)","1.80 (0.35 to    9.15)","1.69 (0.35 to    8.24)","1.50 (0.32 to    7.02)","0.66 (0.02 to   24.84)","Erlotinib + Autophagy inhibitor",".","."
"21.28 (5.46 to   82.94)","13.19 (3.34 to   52.09)","10.22 (2.61 to   40.06)","8.65 (3.10 to   24.14)","4.39 (0.78 to   24.82)","3.58 (1.17 to   11.01)","4.99 (0.16 to  160.46)","2.73 (0.63 to   11.87)","2.28 (0.61 to    8.47)","2.15 (0.54 to    8.53)","2.16 (0.62 to    7.54)","1.90 (0.67 to    5.39)","1.91 (0.47 to    7.80)","1.70 (0.60 to    4.81)","1.67 (0.44 to    6.36)","1.63 (0.59 to    4.46)","1.53 (0.42 to    5.59)","1.36 (0.62 to    2.97)","0.60 (0.02 to   17.47)","0.91 (0.16 to    5.12)","Gefitinib/Erlotinib","."
"22.82 (5.02 to  103.70)","14.14 (3.57 to   56.03)","10.95 (2.81 to   42.65)","9.27 (2.28 to   37.76)","4.71 (0.84 to   26.44)","3.84 (1.43 to   10.32)","5.35 (0.17 to  171.49)","2.92 (0.58 to   14.68)","2.44 (0.56 to   10.64)","2.31 (0.58 to    9.21)","2.31 (0.56 to    9.55)","2.04 (0.53 to    7.85)","2.05 (0.43 to    9.71)","1.83 (0.45 to    7.50)","1.79 (0.47 to    6.76)","1.74 (0.45 to    6.81)","1.64 (0.83 to    3.23)","1.46 (0.42 to    5.01)","0.64 (0.02 to   21.41)","0.97 (0.17 to    5.45)","1.07 (0.25 to    4.63)","Afatinib + Cetuximab"
