"Comparison","Number of studies","Within-study bias","Reporting bias","Indirectness","Imprecision","Heterogeneity","Incoherence","Confidence rating","Reason(s) for downgrading"
"Afatinib:Erlotinib + IGF-1R inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib:Erlotinib + MET inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib:Erlotinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib:Gefitinib + antiangiogenesis",0,"No concerns","Low risk","No concerns","No concerns","No concerns","No concerns","High","[]"
"Afatinib:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib:Osimertinib",0,"No concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib:Osimertinib + antiangiogenesis",0,"No concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Erlotinib + IGF-1R inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Erlotinib + MET inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Erlotinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Gefitinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Gefitinib + antiangiogenesis",0,"No concerns","Low risk","No concerns","No concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Osimertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Afatinib + Cetuximab:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Erlotinib + IGF-1R inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Erlotinib + MET inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Gefitinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Osimertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Antiangiogenesis:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Erlotinib + IGF-1R inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Erlotinib + MET inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Erlotinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Gefitinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Gefitinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Osimertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Chemotherapy:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib:Gefitinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib:Gefitinib + antiangiogenesis",0,"No concerns","Low risk","No concerns","No concerns","No concerns","No concerns","High","[]"
"Erlotinib:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib:Osimertinib",0,"No concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib:Osimertinib + antiangiogenesis",0,"No concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Erlotinib + MET inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Erlotinib + IGF-1R inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Gefitinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Gefitinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Osimertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + IGF-1R inhibitor:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Erlotinib + MET inhibitor",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Gefitinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Gefitinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Osimertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + MET inhibitor:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Gefitinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Gefitinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Some concerns","Some concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Osimertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Osimertinib + antiangiogenesis",0,"No concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Erlotinib + antiangiogenesis:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib:Osimertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + antiangiogenesis:Gefitinib + chemotherapy",0,"Some concerns","Low risk","No concerns","No concerns","No concerns","No concerns","High","[]"
"Gefitinib + antiangiogenesis:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + antiangiogenesis:Lazertinib",0,"No concerns","Low risk","No concerns","No concerns","Some concerns","No concerns","High","[]"
"Gefitinib + antiangiogenesis:Osimertinib",0,"No concerns","Low risk","No concerns","No concerns","No concerns","No concerns","High","[]"
"Gefitinib + antiangiogenesis:Osimertinib + antiangiogenesis",0,"No concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + antiangiogenesis:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + antiangiogenesis:Placebo",0,"No concerns","Low risk","No concerns","No concerns","No concerns","No concerns","High","[]"
"Gefitinib + chemotherapy:Gefitinib/Erlotinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + chemotherapy:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + chemotherapy:Osimertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + chemotherapy:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + chemotherapy:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib + chemotherapy:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib/Erlotinib:Lazertinib",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib/Erlotinib:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib/Erlotinib:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Gefitinib/Erlotinib:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Lazertinib:Osimertinib + antiangiogenesis",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Lazertinib:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Lazertinib:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Osimertinib + antiangiogenesis:Osimertinib + chemotherapy",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Osimertinib + antiangiogenesis:Placebo",0,"No concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
"Osimertinib + chemotherapy:Placebo",0,"Some concerns","Low risk","No concerns","Major concerns","No concerns","No concerns","High","[]"
