"14.13 (1.21 to  164.60)","10.13 (0.79 to  129.39)","5.88 (0.49 to   70.62)","4.86 (0.44 to   53.15)","3.18 (0.24 to   42.32)","2.88 (0.22 to   37.11)","2.88 (0.18 to   45.15)","1.98 (0.18 to   21.89)","1.85 (0.18 to   18.55)","1.75 (0.06 to   46.93)","1.30 (0.11 to   15.29)","1.24 (0.11 to   14.06)","3rd-generation EGFR TKIs + PD-L1 inhibitor",".",".",".",".",".",".",".",".","."
"13.16 (2.59 to   66.85)","9.43 (1.62 to   54.91)","5.48 (1.22 to   24.59)","4.52 (1.18 to   17.32)","2.96 (0.56 to   15.70)","2.68 (0.45 to   15.82)","2.68 (0.40 to   18.13)","1.85 (0.47 to    7.18)","1.72 (0.43 to    6.91)","1.63 (0.12 to   22.53)","1.21 (0.28 to    5.26)","1.15 (0.28 to    4.72)","0.93 (0.06 to   13.72)","2nd-generation EGFR TKIs + Cetuximab","0.95 (0.29 to  3.13)",".",".",".",".",".",".","."
"12.49 (4.13 to   37.74)","8.95 (2.45 to   32.78)","5.20 (2.09 to   12.97)","4.29 (2.31 to    7.97)","2.81 (0.87 to    9.04)","2.54 (0.68 to    9.49)","2.55 (0.57 to   11.35)","1.75 (0.91 to    3.37)","1.64 (0.80 to    3.34)","1.54 (0.15 to   16.08)","1.15 (0.48 to    2.72)","1.09 (0.51 to    2.32)","0.88 (0.08 to    9.87)","0.95 (0.29 to    3.13)","2nd-generation EGFR TKIs","1.76 (0.59 to  5.29)",".","1.03 (0.55 to  1.91)",".",".",".","."
"12.97 (4.32 to   38.89)","9.30 (2.56 to   33.81)","5.40 (2.10 to   13.91)","4.46 (2.29 to    8.68)","2.91 (0.88 to    9.63)","2.64 (0.71 to    9.79)","2.64 (0.58 to   12.02)","1.82 (0.87 to    3.82)","1.70 (0.84 to    3.42)","1.60 (0.15 to   16.91)","1.19 (0.49 to    2.92)","1.14 (0.51 to    2.51)","0.92 (0.08 to   10.21)","0.99 (0.25 to    3.87)","1.04 (0.53 to    2.03)","Placebo",".","1.15 (0.56 to  2.36)",".",".",".","."
"18.73 (1.03 to  339.40)","13.43 (0.69 to  263.19)","7.80 (0.46 to  131.09)","6.44 (0.42 to   99.79)","4.21 (0.23 to   77.62)","3.81 (0.19 to   75.39)","3.82 (0.18 to   81.41)","2.63 (0.17 to   41.84)","2.45 (0.15 to   39.18)","2.32 (0.07 to   80.78)","1.72 (0.10 to   28.45)","1.64 (0.10 to   26.31)","1.33 (0.04 to   48.72)","1.42 (0.07 to   28.93)","1.50 (0.09 to   23.83)","1.44 (0.09 to   23.20)","1st-generation EGFR TKIs + HGF inhibitor","0.76 (0.05 to 11.48)",".",".",".","."
"14.19 (5.21 to   38.66)","10.17 (3.03 to   34.14)","5.91 (2.77 to   12.60)","4.88 (3.44 to    6.92)","3.19 (1.11 to    9.13)","2.89 (0.84 to    9.90)","2.89 (0.71 to   11.78)","1.99 (1.18 to    3.36)","1.86 (1.09 to    3.18)","1.75 (0.18 to   17.27)","1.30 (0.65 to    2.61)","1.24 (0.71 to    2.17)","1.00 (0.09 to   10.71)","1.08 (0.30 to    3.94)","1.14 (0.68 to    1.89)","1.09 (0.62 to    1.93)","0.76 (0.05 to   11.48)","1st-generation EGFR TKIs","3.00 (0.10 to 88.50)","2.02 (0.33 to 12.55)","3.79 (0.89 to 16.06)","4.66 (0.81 to 26.85)"
"42.58 (1.25 to 1452.34)","30.52 (0.84 to 1110.80)","17.73 (0.55 to  568.72)","14.64 (0.49 to  439.71)","9.57 (0.28 to  331.11)","8.67 (0.24 to  317.70)","8.68 (0.22 to  338.76)","5.97 (0.19 to  183.40)","5.58 (0.18 to  171.62)","5.26 (0.09 to  312.68)","3.91 (0.12 to  123.81)","3.73 (0.12 to  115.14)","3.01 (0.05 to  187.31)","3.24 (0.09 to  121.36)","3.41 (0.11 to  104.50)","3.28 (0.11 to  101.53)","2.27 (0.03 to  174.46)","3.00 (0.10 to   88.50)","Rociletinib",".",".","."
"28.69 (3.57 to  230.34)","20.57 (2.30 to  183.94)","11.95 (1.66 to   86.27)","9.87 (1.54 to   63.32)","6.45 (0.78 to   53.04)","5.84 (0.65 to   52.85)","5.85 (0.58 to   58.55)","4.03 (0.60 to   26.89)","3.76 (0.56 to   25.21)","3.55 (0.19 to   66.19)","2.64 (0.37 to   18.60)","2.51 (0.37 to   16.96)","2.03 (0.10 to   40.35)","2.18 (0.23 to   20.48)","2.30 (0.35 to   15.30)","2.21 (0.33 to   14.97)","1.53 (0.06 to   40.48)","2.02 (0.33 to   12.55)","0.67 (0.01 to   31.53)","1st-generation EGFR TKIs + HER3 inhibitor",".","."
"53.79 (9.28 to  311.85)","38.56 (5.86 to  253.73)","22.40 (4.39 to  114.36)","18.50 (4.19 to   81.68)","12.09 (2.03 to   72.12)","10.95 (1.64 to   73.03)","10.97 (1.46 to   82.17)","7.55 (1.63 to   35.03)","7.04 (1.51 to   32.88)","6.65 (0.44 to   99.38)","4.94 (1.00 to   24.53)","4.71 (1.00 to   22.15)","3.81 (0.24 to   60.89)","4.09 (0.59 to   28.47)","4.31 (0.93 to   19.92)","4.15 (0.88 to   19.56)","2.87 (0.13 to   62.33)","3.79 (0.89 to   16.06)","1.26 (0.03 to   50.06)","1.87 (0.18 to   19.22)","1st-generation EGFR TKIs + Autophagy inhibitor","."
"66.08 (8.78 to  497.43)","47.37 (5.63 to  398.52)","27.52 (4.08 to  185.64)","22.72 (3.81 to  135.65)","14.85 (1.92 to  114.62)","13.45 (1.58 to  114.53)","13.47 (1.43 to  127.24)","9.27 (1.49 to   57.69)","8.65 (1.38 to   54.10)","8.17 (0.46 to  145.65)","6.07 (0.92 to   39.98)","5.79 (0.92 to   36.40)","4.68 (0.25 to   88.88)","5.02 (0.57 to   44.43)","5.29 (0.85 to   32.83)","5.10 (0.81 to   32.14)","3.53 (0.14 to   89.51)","4.66 (0.81 to   26.85)","1.55 (0.03 to   70.15)","2.30 (0.18 to   28.93)","1.23 (0.13 to   11.89)","1st-generation EGFR TKIs + MMP inhibitor"
