11.48 (2.77 to   47.53),6.89 (3.21 to   14.78),6.14 (1.50 to   25.25),3.85 (1.97 to    7.54),2.24 (0.60 to    8.37),1.86 (0.57 to    6.12),2.37 (0.09 to   62.01),1.38 (0.30 to    6.42),1.11 (0.28 to    4.40),1.08 (0.29 to    4.06),Placebo,.,.,.,.,0.66 (0.03 to  16.38),1.31 (0.68 to   2.53),0.33 (0.01 to   8.04),.,.,.,.
11.80 (4.32 to   32.17),7.07 (1.93 to   25.88),6.31 (2.46 to   16.19),3.96 (1.10 to   14.26),2.31 (0.42 to   12.78),1.92 (0.69 to    5.34),2.43 (0.08 to   76.19),1.42 (0.45 to    4.53),1.14 (0.44 to    2.93),1.11 (0.47 to    2.62),1.03 (0.27 to    3.85),Lazertinib,.,1.24 (0.61 to   2.52),.,.,.,1.57 (0.75 to   3.30),.,.,.,.
12.43 (3.32 to   46.54),7.46 (1.82 to   30.50),6.65 (2.70 to   16.41),4.17 (1.04 to   16.71),2.43 (0.40 to   14.60),2.02 (0.70 to    5.83),2.57 (0.08 to   83.62),1.50 (0.35 to    6.33),1.20 (0.33 to    4.30),1.17 (0.35 to    3.94),1.08 (0.26 to    4.49),1.05 (0.40 to    2.74),Osimertinib + chemotherapy,.,.,.,.,1.30 (0.68 to   2.48),.,.,.,.
13.48 (4.14 to   43.90),8.09 (2.10 to   31.17),7.22 (2.93 to   17.76),4.52 (1.19 to   17.12),2.64 (0.46 to   15.16),2.19 (0.78 to    6.13),2.78 (0.09 to   88.71),1.62 (0.44 to    6.05),1.30 (0.42 to    4.03),1.27 (0.44 to    3.66),1.17 (0.30 to    4.61),1.14 (0.57 to    2.30),1.08 (0.43 to    2.71),Amivantamab  +  Lazertinib,.,.,.,1.27 (0.66 to   2.44),.,.,.,.
13.41 (6.10 to   29.49),8.04 (1.97 to   32.88),7.18 (1.89 to   27.24),4.50 (1.10 to   18.34),2.62 (0.43 to   15.98),2.18 (0.59 to    8.06),2.77 (0.08 to   90.88),1.62 (0.61 to    4.30),1.29 (0.63 to    2.64),1.27 (0.71 to    2.28),1.17 (0.28 to    4.95),1.14 (0.40 to    3.20),1.08 (0.28 to    4.14),0.99 (0.30 to    3.33),Dacomitinib,.,.,.,.,.,.,.
14.66 (3.64 to   59.07),8.79 (2.48 to   31.22),7.85 (2.27 to   27.05),4.92 (1.43 to   16.89),2.86 (0.54 to   15.31),2.38 (1.15 to    4.95),3.03 (0.10 to   92.97),1.77 (0.39 to    7.99),1.41 (0.36 to    5.47),1.39 (0.38 to    5.03),1.28 (0.35 to    4.60),1.24 (0.38 to    4.11),1.18 (0.34 to    4.11),1.09 (0.32 to    3.66),1.09 (0.27 to    4.51),Afatinib,0.34 (0.01 to   8.25),.,.,1.65 (0.84 to   3.28),.,.
14.48 (3.69 to   56.76),8.68 (5.57 to   13.53),7.75 (1.99 to   30.20),4.86 (3.85 to    6.12),2.83 (0.89 to    8.99),2.35 (0.78 to    7.10),2.99 (0.12 to   73.53),1.74 (0.40 to    7.69),1.39 (0.37 to    5.25),1.37 (0.39 to    4.82),1.26 (0.67 to    2.37),1.23 (0.35 to    4.34),1.16 (0.30 to    4.59),1.07 (0.29 to    3.99),1.08 (0.27 to    4.33),0.99 (0.29 to    3.32),Erlotinib,.,.,.,1.90 (0.61 to   5.91),.
16.12 (5.11 to   50.89),9.67 (2.77 to   33.76),8.63 (4.61 to   16.15),5.41 (1.59 to   18.45),3.15 (0.59 to   16.77),2.62 (1.13 to    6.06),3.33 (0.11 to  102.05),1.94 (0.54 to    7.04),1.55 (0.52 to    4.67),1.52 (0.55 to    4.23),1.40 (0.40 to    4.98),1.37 (0.68 to    2.76),1.30 (0.68 to    2.48),1.20 (0.63 to    2.28),1.20 (0.37 to    3.90),1.10 (0.38 to    3.20),1.11 (0.33 to    3.72),Osimertinib,2.27 (0.09 to  60.64),.,.,1.52 (0.72 to   3.22)
36.64 (1.13 to 1188.60),21.98 (0.65 to  738.00),19.61 (0.69 to  555.25),12.29 (0.37 to  409.34),7.16 (0.18 to  285.32),5.95 (0.20 to  176.48),7.56 (0.07 to  868.66),4.42 (0.13 to  150.26),3.53 (0.11 to  112.68),3.46 (0.11 to  107.89),3.19 (0.09 to  107.81),3.11 (0.11 to   89.28),2.95 (0.10 to   83.82),2.72 (0.10 to   77.22),2.73 (0.08 to   89.46),2.50 (0.08 to   78.99),2.53 (0.08 to   83.73),2.27 (0.09 to   60.64),PD-L1 inhibitor,.,.,.
24.25 (5.14 to  114.53),14.55 (3.45 to   61.38),12.98 (3.16 to   53.38),8.13 (1.99 to   33.34),4.74 (0.78 to   28.97),3.94 (1.45 to   10.72),5.01 (0.15 to  164.58),2.92 (0.56 to   15.32),2.34 (0.51 to   10.64),2.29 (0.53 to    9.87),2.11 (0.49 to    9.02),2.06 (0.52 to    8.16),1.95 (0.47 to    8.11),1.80 (0.45 to    7.24),1.81 (0.38 to    8.72),1.65 (0.84 to    3.28),1.68 (0.42 to    6.74),1.50 (0.42 to    5.34),0.66 (0.02 to   22.36),Afatinib + Cetuximab,.,.
27.57 (4.68 to  162.58),16.54 (4.90 to   55.79),14.76 (2.51 to   86.63),9.25 (2.91 to   29.37),5.39 (1.07 to   27.18),4.48 (0.92 to   21.79),5.69 (0.19 to  170.07),3.32 (0.51 to   21.49),2.66 (0.46 to   15.18),2.61 (0.48 to   14.18),2.40 (0.66 to    8.78),2.34 (0.43 to   12.76),2.22 (0.37 to   13.13),2.04 (0.36 to   11.58),2.06 (0.34 to   12.35),1.88 (0.36 to    9.89),1.90 (0.61 to    5.91),1.71 (0.33 to    8.95),0.75 (0.02 to   29.75),1.14 (0.19 to    6.84),Erlotinib + Autophagy inhibitor,.
24.56 (6.22 to   96.89),14.73 (3.43 to   63.29),13.14 (4.94 to   34.94),8.24 (1.95 to   34.70),4.80 (0.77 to   29.98),3.99 (1.29 to   12.29),5.07 (0.15 to  168.57),2.96 (0.67 to   13.13),2.36 (0.62 to    8.96),2.32 (0.65 to    8.24),2.14 (0.49 to    9.32),2.08 (0.74 to    5.82),1.98 (0.73 to    5.33),1.82 (0.68 to    4.90),1.83 (0.45 to    7.40),1.68 (0.45 to    6.18),1.70 (0.41 to    7.03),1.52 (0.72 to    3.22),0.67 (0.02 to   19.46),1.01 (0.23 to    4.42),0.89 (0.14 to    5.48),Gefitinib/Erlotinib
