0.49 (0.13 to    1.92),0.52 (0.09 to    3.04),0.34 (0.01 to    8.66),0.34 (0.01 to    8.83),0.65 (0.09 to    4.47),0.69 (0.14 to    3.35),0.84 (0.38 to    1.85),0.86 (0.45 to    1.65),0.80 (0.27 to    2.35),0.91 (0.42 to    1.96),Erlotinib + MET inhibitor,0.95 (0.65 to   1.41),.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
0.47 (0.13 to    1.72),0.49 (0.09 to    2.78),0.32 (0.01 to    8.06),0.32 (0.01 to    8.22),0.62 (0.09 to    4.09),0.66 (0.14 to    3.04),0.80 (0.40 to    1.59),0.82 (0.49 to    1.38),0.76 (0.28 to    2.08),0.87 (0.45 to    1.68),0.95 (0.65 to    1.41),Erlotinib,0.98 (0.06 to  16.11),0.96 (0.06 to  15.57),0.99 (0.49 to   2.01),.,0.69 (0.48 to   0.98),0.86 (0.42 to   1.78),0.67 (0.35 to   1.30),.,.,0.31 (0.01 to   8.68),.,0.20 (0.01 to   4.18),.,0.27 (0.07 to   0.99),.,.
0.46 (0.02 to   10.08),0.48 (0.02 to   12.98),0.31 (0.00 to   22.49),0.32 (0.00 to   22.89),0.60 (0.02 to   17.72),0.65 (0.03 to   15.72),0.78 (0.04 to   14.01),0.81 (0.05 to   13.91),0.75 (0.04 to   14.63),0.85 (0.05 to   15.07),0.93 (0.06 to   15.78),0.98 (0.06 to   16.11),Rociletinib,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
0.45 (0.02 to    9.75),0.47 (0.02 to   12.56),0.31 (0.00 to   21.83),0.31 (0.00 to   22.23),0.59 (0.02 to   17.16),0.64 (0.03 to   15.22),0.77 (0.04 to   13.54),0.79 (0.05 to   13.44),0.73 (0.04 to   14.14),0.83 (0.05 to   14.56),0.91 (0.05 to   15.24),0.96 (0.06 to   15.57),0.98 (0.02 to   50.90),DHFR inhibitor,.,.,.,.,.,.,.,.,.,.,.,.,.,.
0.39 (0.10 to    1.48),0.41 (0.07 to    2.50),0.27 (0.01 to    6.97),0.27 (0.01 to    7.11),0.51 (0.07 to    3.46),0.55 (0.11 to    2.76),0.66 (0.34 to    1.29),0.68 (0.35 to    1.31),0.63 (0.20 to    1.98),0.71 (0.31 to    1.62),0.79 (0.40 to    1.54),0.83 (0.48 to    1.43),0.84 (0.05 to   14.62),0.86 (0.05 to   14.71),Afatinib,.,.,0.58 (0.18 to   1.92),.,.,.,.,0.38 (0.07 to   1.99),.,.,.,.,.
0.38 (0.13 to    1.07),0.39 (0.06 to    2.63),0.26 (0.01 to    7.08),0.26 (0.01 to    7.22),0.49 (0.09 to    2.78),0.53 (0.10 to    2.93),0.64 (0.29 to    1.43),0.66 (0.31 to    1.40),0.61 (0.17 to    2.17),0.69 (0.27 to    1.81),0.76 (0.32 to    1.82),0.80 (0.37 to    1.74),0.82 (0.04 to   14.95),0.83 (0.05 to   15.04),0.97 (0.42 to    2.23),Osimertinib,.,0.69 (0.25 to   1.84),.,0.74 (0.35 to   1.56),.,.,.,.,0.37 (0.13 to   1.07),.,0.27 (0.16 to   0.47),.
0.34 (0.09 to    1.30),0.36 (0.06 to    2.07),0.23 (0.01 to    5.92),0.23 (0.01 to    6.04),0.44 (0.06 to    3.04),0.48 (0.10 to    2.28),0.58 (0.27 to    1.24),0.59 (0.32 to    1.10),0.55 (0.19 to    1.59),0.62 (0.29 to    1.32),0.69 (0.41 to    1.16),0.72 (0.51 to    1.02),0.74 (0.04 to   12.36),0.75 (0.05 to   12.43),0.87 (0.46 to    1.67),0.90 (0.38 to    2.10),Erlotinib + antiangiogenesis,.,0.43 (0.09 to   2.06),.,.,.,.,.,.,.,.,.
0.33 (0.09 to    1.17),0.34 (0.06 to    2.12),0.22 (0.01 to    5.91),0.23 (0.01 to    6.03),0.43 (0.07 to    2.80),0.46 (0.09 to    2.35),0.56 (0.28 to    1.11),0.57 (0.29 to    1.12),0.53 (0.17 to    1.68),0.60 (0.26 to    1.39),0.67 (0.34 to    1.32),0.70 (0.40 to    1.22),0.71 (0.04 to   12.39),0.73 (0.04 to   12.47),0.85 (0.44 to    1.61),0.87 (0.42 to    1.80),0.97 (0.50 to    1.88),Chemotherapy,.,.,.,.,.,.,.,.,.,.
0.29 (0.07 to    1.23),0.31 (0.05 to    1.92),0.20 (0.01 to    5.29),0.20 (0.01 to    5.40),0.38 (0.05 to    2.79),0.41 (0.08 to    2.12),0.50 (0.20 to    1.25),0.51 (0.23 to    1.14),0.47 (0.15 to    1.54),0.54 (0.22 to    1.33),0.59 (0.28 to    1.23),0.62 (0.33 to    1.15),0.63 (0.04 to   11.12),0.65 (0.04 to   11.19),0.75 (0.33 to    1.72),0.77 (0.29 to    2.08),0.86 (0.43 to    1.70),0.89 (0.38 to    2.05),antiangiogenesis,.,.,.,.,.,.,.,.,.
0.26 (0.08 to    0.90),0.27 (0.04 to    1.93),0.18 (0.01 to    5.08),0.18 (0.01 to    5.19),0.34 (0.05 to    2.19),0.37 (0.06 to    2.17),0.44 (0.19 to    1.04),0.46 (0.19 to    1.13),0.42 (0.11 to    1.64),0.48 (0.17 to    1.40),0.53 (0.20 to    1.43),0.56 (0.22 to    1.38),0.57 (0.03 to   10.78),0.58 (0.03 to   10.86),0.67 (0.26 to    1.73),0.69 (0.35 to    1.36),0.77 (0.29 to    2.05),0.80 (0.33 to    1.92),0.90 (0.30 to    2.70),Lazertinib,.,.,.,.,.,.,0.37 (0.19 to   0.70),.
0.22 (0.04 to    1.38),0.23 (0.02 to    2.21),0.15 (0.00 to    5.16),0.15 (0.00 to    5.26),0.29 (0.03 to    2.86),0.31 (0.04 to    2.54),0.38 (0.11 to    1.34),0.39 (0.09 to    1.66),0.36 (0.06 to    2.08),0.41 (0.09 to    1.91),0.45 (0.10 to    2.00),0.47 (0.11 to    1.99),0.48 (0.02 to   11.21),0.49 (0.02 to   11.29),0.57 (0.14 to    2.39),0.59 (0.13 to    2.64),0.65 (0.15 to    2.88),0.67 (0.16 to    2.85),0.76 (0.16 to    3.65),0.85 (0.18 to    3.91),Gefitinib + chemotherapy,.,.,.,.,.,.,.
0.15 (0.00 to    5.21),0.15 (0.00 to    6.54),0.10 (0.00 to   10.31),0.10 (0.00 to   10.49),0.19 (0.00 to    8.83),0.21 (0.01 to    8.02),0.25 (0.01 to    7.46),0.26 (0.01 to    7.44),0.24 (0.01 to    7.68),0.27 (0.01 to    8.03),0.30 (0.01 to    8.47),0.31 (0.01 to    8.68),0.32 (0.00 to   24.67),0.33 (0.00 to   24.94),0.38 (0.01 to   11.01),0.39 (0.01 to   11.85),0.44 (0.02 to   12.28),0.45 (0.02 to   13.04),0.51 (0.02 to   14.85),0.57 (0.02 to   17.66),0.67 (0.02 to   24.96),Erlotinib + HGF inhibitor,.,.,.,.,.,.
0.15 (0.02 to    1.24),0.15 (0.01 to    1.80),0.10 (0.00 to    3.91),0.10 (0.00 to    3.99),0.19 (0.02 to    2.43),0.21 (0.02 to    2.10),0.25 (0.04 to    1.50),0.26 (0.04 to    1.53),0.24 (0.03 to    1.79),0.27 (0.04 to    1.72),0.30 (0.05 to    1.79),0.31 (0.05 to    1.80),0.32 (0.01 to    8.64),0.32 (0.01 to    8.71),0.38 (0.07 to    1.99),0.39 (0.06 to    2.50),0.43 (0.07 to    2.58),0.44 (0.07 to    2.66),0.50 (0.08 to    3.23),0.56 (0.08 to    3.80),0.66 (0.07 to    5.97),0.99 (0.02 to   42.19),Afatinib + Cetuximab,.,.,.,.,.
0.09 (0.00 to    2.56),0.10 (0.00 to    3.25),0.06 (0.00 to    5.37),0.06 (0.00 to    5.47),0.12 (0.00 to    4.41),0.13 (0.00 to    3.96),0.16 (0.01 to    3.61),0.16 (0.01 to    3.59),0.15 (0.01 to    3.74),0.17 (0.01 to    3.88),0.19 (0.01 to    4.08),0.20 (0.01 to    4.18),0.20 (0.00 to   12.69),0.21 (0.00 to   12.82),0.24 (0.01 to    5.32),0.25 (0.01 to    5.75),0.27 (0.01 to    5.92),0.28 (0.01 to    6.30),0.32 (0.01 to    7.18),0.36 (0.01 to    8.59),0.42 (0.01 to   12.30),0.63 (0.01 to   57.09),0.64 (0.02 to   21.54),Erlotinib + ER inhibitor,.,.,.,.
0.14 (0.03 to    0.62),0.15 (0.02 to    1.29),0.10 (0.00 to    3.12),0.10 (0.00 to    3.18),0.18 (0.02 to    1.39),0.20 (0.03 to    1.47),0.24 (0.06 to    0.90),0.25 (0.07 to    0.90),0.23 (0.04 to    1.18),0.26 (0.06 to    1.07),0.29 (0.07 to    1.11),0.30 (0.08 to    1.10),0.31 (0.01 to    6.72),0.31 (0.01 to    6.77),0.36 (0.10 to    1.38),0.37 (0.13 to    1.07),0.42 (0.11 to    1.60),0.43 (0.12 to    1.54),0.48 (0.11 to    2.05),0.54 (0.16 to    1.87),0.64 (0.10 to    3.99),0.96 (0.03 to   33.75),0.97 (0.11 to    8.21),1.52 (0.06 to   41.86),Osimertinib + chemotherapy,.,.,.
0.13 (0.02 to    0.80),0.13 (0.02 to    1.16),0.09 (0.00 to    2.81),0.09 (0.00 to    2.86),0.17 (0.02 to    1.66),0.18 (0.02 to    1.33),0.22 (0.05 to    0.94),0.22 (0.05 to    0.90),0.21 (0.04 to    1.07),0.23 (0.05 to    1.01),0.26 (0.07 to    1.00),0.27 (0.07 to    0.99),0.28 (0.01 to    6.05),0.28 (0.01 to    6.10),0.33 (0.08 to    1.35),0.34 (0.07 to    1.54),0.38 (0.10 to    1.45),0.39 (0.09 to    1.60),0.44 (0.10 to    1.85),0.49 (0.10 to    2.38),0.57 (0.08 to    4.02),0.86 (0.02 to   30.40),0.87 (0.10 to    7.76),1.37 (0.05 to   37.71),0.90 (0.14 to    5.68),Erlotinib + IGF-1R inhibitor,.,.
0.10 (0.03 to    0.32),0.10 (0.01 to    0.73),0.07 (0.00 to    1.92),0.07 (0.00 to    1.96),0.13 (0.02 to    0.79),0.14 (0.02 to    0.82),0.17 (0.07 to    0.41),0.17 (0.07 to    0.42),0.16 (0.04 to    0.62),0.18 (0.06 to    0.52),0.20 (0.08 to    0.53),0.21 (0.09 to    0.51),0.22 (0.01 to    4.07),0.22 (0.01 to    4.09),0.26 (0.10 to    0.65),0.26 (0.15 to    0.45),0.29 (0.11 to    0.76),0.30 (0.13 to    0.71),0.34 (0.12 to    1.01),0.38 (0.21 to    0.70),0.45 (0.10 to    2.11),0.67 (0.02 to   20.85),0.68 (0.10 to    4.60),1.07 (0.04 to   25.60),0.70 (0.22 to    2.27),0.78 (0.16 to    3.78),Amivantamab  +  Lazertinib,.
0.02 (0.00 to    0.50),0.02 (0.00 to    0.69),0.02 (0.00 to    1.16),0.02 (0.00 to    1.18),0.03 (0.00 to    0.88),0.03 (0.00 to    0.83),0.04 (0.00 to    0.64),0.04 (0.00 to    0.72),0.04 (0.00 to    0.78),0.04 (0.00 to    0.79),0.04 (0.00 to    0.85),0.05 (0.00 to    0.87),0.05 (0.00 to    2.73),0.05 (0.00 to    2.76),0.06 (0.00 to    1.05),0.06 (0.00 to    1.11),0.07 (0.00 to    1.23),0.07 (0.00 to    1.24),0.08 (0.00 to    1.49),0.08 (0.00 to    1.63),0.10 (0.00 to    2.23),0.15 (0.00 to   12.38),0.15 (0.01 to    4.34),0.24 (0.00 to   16.15),0.16 (0.01 to    3.56),0.17 (0.01 to    4.24),0.22 (0.01 to    4.33),Almonertinib
