9.46 (1.66 to   54.09),4.95 (0.97 to   25.26),4.81 (1.57 to   14.69),2.74 (0.55 to   13.59),2.53 (0.92 to    6.92),3.05 (0.32 to   29.09),2.79 (0.32 to   24.67),2.43 (0.31 to   19.26),2.06 (0.87 to    4.85),1.84 (0.30 to   11.18),1.68 (0.35 to    7.94),1.38 (0.20 to    9.41),1.36 (0.12 to   15.66),1.29 (0.33 to    5.06),1.25 (0.20 to    7.95),1.20 (0.20 to    7.06),1.14 (0.10 to   12.67),1.10 (0.10 to   12.50),1.10 (0.12 to    9.95),1.10 (0.28 to    4.30),1.03 (0.15 to    7.20),Zorifertinib,1.14 (0.63 to   2.06),.,.,.,.,.,.,.,.
10.75 (2.09 to   55.34),5.63 (1.23 to   25.65),5.46 (2.12 to   14.05),3.11 (0.70 to   13.77),2.87 (1.27 to    6.47),3.46 (0.39 to   30.52),3.17 (0.39 to   25.80),2.76 (0.38 to   20.05),2.34 (1.26 to    4.34),2.09 (0.38 to   11.48),1.91 (0.45 to    8.01),1.57 (0.25 to    9.73),1.54 (0.14 to   16.53),1.46 (0.43 to    5.02),1.42 (0.25 to    8.19),1.36 (0.26 to    7.24),1.30 (0.13 to   13.35),1.24 (0.12 to   13.19),1.25 (0.15 to   10.41),1.24 (0.36 to    4.27),1.18 (0.19 to    7.45),1.14 (0.63 to    2.06),Gefitinib/Erlotinib,.,.,.,.,.,.,.,.
18.53 (0.57 to  598.69),9.69 (0.32 to  296.34),9.41 (0.38 to  232.58),5.36 (0.18 to  161.76),4.95 (0.21 to  117.89),5.97 (0.14 to  256.01),5.46 (0.13 to  223.94),4.76 (0.12 to  183.13),4.03 (0.18 to   91.91),3.60 (0.11 to  120.03),3.28 (0.11 to   96.93),2.71 (0.08 to   95.77),2.66 (0.06 to  128.20),2.52 (0.09 to   68.58),2.44 (0.07 to   83.49),2.34 (0.07 to   76.96),2.23 (0.05 to  105.15),2.14 (0.04 to  102.67),2.16 (0.05 to   89.59),2.14 (0.08 to   58.33),2.03 (0.06 to   72.57),1.96 (0.08 to   50.09),1.72 (0.07 to   41.72),PD-L1 inhibitor,.,.,.,.,.,.,.
12.47 (3.82 to   40.64),6.52 (2.32 to   18.35),6.33 (1.61 to   24.95),3.61 (1.38 to    9.44),3.33 (0.92 to   12.01),4.01 (0.40 to   40.21),3.67 (0.41 to   32.58),3.20 (0.56 to   18.32),2.71 (0.84 to    8.73),2.42 (0.65 to    9.01),2.21 (0.75 to    6.53),1.82 (0.36 to    9.10),1.79 (0.20 to   16.31),1.70 (0.74 to    3.90),1.64 (0.36 to    7.58),1.58 (0.38 to    6.62),1.50 (0.20 to   11.53),1.44 (0.18 to   11.43),1.45 (0.24 to    8.68),1.44 (0.89 to    2.33),1.36 (0.28 to    6.67),1.32 (0.31 to    5.61),1.16 (0.31 to    4.35),0.67 (0.02 to   18.95),Erlotinib + antiangiogenesis,.,.,.,.,.,.
17.28 (1.22 to  245.22),9.04 (0.68 to  120.55),8.78 (0.57 to  136.22),5.00 (0.39 to   64.82),4.61 (0.31 to   68.61),5.56 (0.20 to  152.23),5.09 (0.20 to  128.14),4.44 (0.23 to   84.50),3.76 (0.27 to   53.07),3.36 (0.22 to   50.66),3.06 (0.23 to   41.67),2.52 (0.14 to   44.43),2.48 (0.10 to   63.60),2.35 (0.19 to   29.10),2.28 (0.14 to   38.40),2.19 (0.14 to   35.04),2.08 (0.09 to   47.62),2.00 (0.09 to   46.68),2.01 (0.10 to   39.35),2.00 (0.18 to   22.55),1.89 (0.11 to   32.90),1.83 (0.11 to   29.50),1.61 (0.11 to   24.35),0.93 (0.02 to   56.08),1.39 (0.12 to   16.38),Erlotinib + MMP inhibitor,.,.,.,.,.
14.16 (3.68 to   54.46),7.41 (2.19 to   25.08),7.19 (1.58 to   32.75),4.10 (1.29 to   13.06),3.78 (0.90 to   15.91),4.56 (0.42 to   49.93),4.17 (0.43 to   40.65),3.64 (0.57 to   23.37),3.08 (0.81 to   11.72),2.75 (0.64 to   11.90),2.51 (0.71 to    8.86),2.07 (0.37 to   11.71),2.03 (0.20 to   20.33),1.93 (0.67 to    5.52),1.87 (0.36 to    9.82),1.79 (0.37 to    8.64),1.71 (0.20 to   14.48),1.64 (0.19 to   14.33),1.65 (0.25 to   11.04),1.64 (0.73 to    3.66),1.55 (0.28 to    8.60),1.50 (0.31 to    7.32),1.32 (0.30 to    5.74),0.76 (0.03 to   22.90),1.14 (0.45 to    2.90),0.82 (0.06 to   10.52),Erlotinib + IGF-1R inhibitor,.,.,.,.
16.60 (4.33 to   63.57),8.68 (2.58 to   29.22),8.43 (1.94 to   36.53),4.80 (1.51 to   15.23),4.43 (1.11 to   17.70),5.34 (0.50 to   57.02),4.89 (0.51 to   46.49),4.26 (0.67 to   27.04),3.61 (1.00 to   12.99),3.23 (0.75 to   13.86),2.94 (0.85 to   10.19),2.42 (0.43 to   13.54),2.38 (0.24 to   23.59),2.26 (0.80 to    6.35),2.19 (0.42 to   11.35),2.10 (0.44 to    9.98),2.00 (0.24 to   16.92),1.92 (0.22 to   16.75),1.94 (0.29 to   12.91),1.92 (0.87 to    4.26),1.82 (0.33 to    9.94),1.75 (0.38 to    8.18),1.54 (0.37 to    6.39),0.90 (0.03 to   26.26),1.33 (0.53 to    3.37),0.96 (0.07 to   12.31),1.17 (0.38 to    3.64),Dacomitinib,0.50 (0.03 to   8.03),.,.
16.48 (3.77 to   71.98),8.62 (2.25 to   33.01),8.37 (3.09 to   22.66),4.77 (1.29 to   17.58),4.40 (1.84 to   10.51),5.31 (0.60 to   46.56),4.86 (0.61 to   38.81),4.23 (0.67 to   26.56),3.59 (1.80 to    7.16),3.20 (0.68 to   15.17),2.92 (0.86 to    9.96),2.41 (0.43 to   13.34),2.37 (0.24 to   23.29),2.24 (0.78 to    6.47),2.17 (0.42 to   11.18),2.08 (0.44 to    9.83),1.99 (0.22 to   18.29),1.91 (0.20 to   18.09),1.92 (0.26 to   14.09),1.91 (0.70 to    5.20),1.80 (0.33 to    9.76),1.74 (0.58 to    5.24),1.53 (0.61 to    3.87),0.89 (0.04 to   21.86),1.32 (0.43 to    4.02),0.95 (0.07 to   13.12),1.16 (0.32 to    4.21),0.99 (0.29 to    3.35),Placebo,.,.
53.49 (2.00 to 1429.56),27.99 (1.11 to  705.30),27.17 (1.35 to  546.04),15.48 (0.62 to  384.70),14.28 (0.74 to  276.06),17.23 (0.48 to  620.58),15.77 (0.46 to  541.63),13.73 (0.43 to  441.49),11.64 (0.63 to  214.54),10.39 (0.38 to  287.13),9.48 (0.39 to  230.20),7.81 (0.27 to  229.85),7.68 (0.19 to  312.47),7.27 (0.33 to  162.05),7.05 (0.25 to  200.00),6.77 (0.25 to  183.94),6.45 (0.16 to  256.00),6.19 (0.15 to  250.17),6.24 (0.18 to  216.81),6.19 (0.28 to  137.83),5.85 (0.20 to  174.29),5.65 (0.27 to  117.87),4.98 (0.25 to   97.80),2.89 (0.04 to  207.28),4.29 (0.19 to   99.09),3.10 (0.06 to  158.63),3.78 (0.15 to   93.15),3.22 (0.13 to   77.69),3.25 (0.16 to   64.87),Chemotherapy + antiangiogenesis,.
77.76 (1.98 to 3048.55),40.69 (1.09 to 1525.16),39.49 (0.94 to 1652.77),22.50 (0.61 to  826.73),20.77 (0.51 to  842.11),25.04 (0.39 to 1617.40),22.92 (0.38 to 1385.66),19.97 (0.41 to  973.41),16.92 (0.43 to  660.77),15.11 (0.37 to  619.39),13.79 (0.36 to  524.21),11.35 (0.25 to  521.81),11.17 (0.18 to  685.03),10.57 (0.30 to  376.16),10.25 (0.23 to  456.03),9.84 (0.23 to  421.53),9.38 (0.17 to  525.87),9.00 (0.16 to  513.08),9.07 (0.18 to  450.60),9.00 (0.27 to  299.86),8.51 (0.19 to  387.49),8.22 (0.19 to  354.22),7.23 (0.18 to  297.32),4.20 (0.03 to  518.80),6.24 (0.18 to  214.68),4.50 (0.06 to  319.17),5.49 (0.15 to  200.36),4.69 (0.13 to  170.71),4.72 (0.12 to  180.99),1.45 (0.01 to  156.96),Erlotinib + HGF inhibitor
