"0.11 (0.01 to    2.16)","0.10 (0.00 to    3.43)","0.58 (0.29 to    1.19)","0.28 (0.01 to    7.50)","0.32 (0.01 to    7.68)","0.67 (0.33 to    1.35)","0.69 (0.22 to    2.12)","0.77 (0.34 to    1.78)","0.71 (0.15 to    3.31)","0.80 (0.35 to    1.84)","0.88 (0.49 to    1.59)","0.90 (0.46 to    1.75)","0.91 (0.21 to    3.99)","Zorifertinib",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.11 (0.01 to    2.06)","0.10 (0.00 to    3.30)","0.58 (0.33 to    1.00)","0.28 (0.01 to    7.20)","0.31 (0.01 to    7.35)","0.66 (0.39 to    1.12)","0.68 (0.25 to    1.90)","0.76 (0.38 to    1.55)","0.70 (0.16 to    3.07)","0.79 (0.39 to    1.60)","0.87 (0.59 to    1.29)","0.89 (0.54 to    1.46)","0.90 (0.22 to    3.66)","0.99 (0.49 to    2.01)","Chemotherapy","0.97 (0.16 to   5.79)",".",".","0.59 (0.14 to   2.47)",".",".",".",".",".",".",".","."
"0.10 (0.00 to    1.94)","0.09 (0.00 to    3.08)","0.52 (0.25 to    1.08)","0.25 (0.01 to    6.73)","0.28 (0.01 to    6.89)","0.60 (0.29 to    1.23)","0.62 (0.20 to    1.92)","0.69 (0.29 to    1.62)","0.63 (0.13 to    2.99)","0.71 (0.30 to    1.67)","0.79 (0.43 to    1.46)","0.80 (0.40 to    1.59)","0.81 (0.18 to    3.59)","0.89 (0.38 to    2.09)","0.90 (0.45 to    1.83)","1st-generation EGFR TKIs + chemotherapy",".",".",".",".",".",".",".",".",".",".","."
"0.09 (0.00 to    2.52)","0.08 (0.00 to    3.78)","0.47 (0.08 to    2.56)","0.23 (0.01 to    8.47)","0.25 (0.01 to    8.75)","0.54 (0.10 to    2.93)","0.55 (0.08 to    3.73)","0.62 (0.11 to    3.58)","0.56 (0.06 to    5.03)","0.64 (0.11 to    3.70)","0.70 (0.13 to    3.69)","0.72 (0.13 to    3.86)","0.72 (0.08 to    6.16)","0.80 (0.14 to    4.63)","0.81 (0.15 to    4.43)","0.89 (0.15 to    5.23)","1st-generation EGFR TKIs + HER3 inhibitor(9mg/kg)",".",".",".",".",".",".",".",".",".","."
"0.07 (0.00 to    1.92)","0.07 (0.00 to    2.93)","0.40 (0.09 to    1.74)","0.19 (0.01 to    6.53)","0.21 (0.01 to    6.72)","0.46 (0.11 to    1.99)","0.47 (0.08 to    2.60)","0.53 (0.11 to    2.45)","0.48 (0.06 to    3.61)","0.54 (0.12 to    2.53)","0.60 (0.15 to    2.49)","0.61 (0.14 to    2.61)","0.62 (0.09 to    4.41)","0.68 (0.15 to    3.17)","0.69 (0.16 to    3.00)","0.76 (0.16 to    3.58)","0.85 (0.10 to    7.57)","1st-generation EGFR TKIs + Autophagy inhibitor",".",".",".",".",".",".",".",".","."
"0.09 (0.00 to    1.58)","0.08 (0.00 to    2.59)","0.46 (0.31 to    0.68)","0.22 (0.01 to    5.64)","0.25 (0.01 to    5.65)","0.53 (0.34 to    0.82)","0.54 (0.20 to    1.45)","0.61 (0.32 to    1.16)","0.56 (0.13 to    2.37)","0.63 (0.33 to    1.20)","0.69 (0.54 to    0.89)","0.70 (0.47 to    1.05)","0.71 (0.18 to    2.82)","0.79 (0.41 to    1.49)","0.79 (0.50 to    1.25)","0.88 (0.45 to    1.71)","0.98 (0.18 to    5.26)","1.15 (0.27 to    4.89)","3rd-generation EGFR TKIs","0.81 (0.38 to   1.71)",".",".","0.64 (0.42 to   0.98)",".",".","0.34 (0.18 to   0.65)","."
"0.07 (0.00 to    1.41)","0.06 (0.00 to    2.26)","0.37 (0.16 to    0.87)","0.18 (0.01 to    4.97)","0.20 (0.01 to    4.99)","0.43 (0.18 to    1.02)","0.44 (0.13 to    1.51)","0.49 (0.18 to    1.32)","0.45 (0.09 to    2.30)","0.51 (0.19 to    1.36)","0.56 (0.25 to    1.24)","0.57 (0.24 to    1.33)","0.58 (0.12 to    2.76)","0.63 (0.24 to    1.70)","0.64 (0.27 to    1.54)","0.71 (0.26 to    1.94)","0.80 (0.13 to    4.99)","0.93 (0.18 to    4.75)","0.81 (0.38 to    1.71)","3rd-generation EGFR TKIs + Amivantamab",".",".",".",".",".",".","."
"0.04 (0.00 to    3.26)","0.04 (0.00 to    4.41)","0.22 (0.01 to    5.76)","0.11 (0.00 to   10.39)","0.12 (0.00 to   10.89)","0.26 (0.01 to    6.62)","0.27 (0.01 to    7.65)","0.30 (0.01 to    7.87)","0.27 (0.01 to    9.23)","0.31 (0.01 to    8.12)","0.34 (0.01 to    8.51)","0.34 (0.01 to    8.77)","0.35 (0.01 to   11.51)","0.38 (0.01 to   10.18)","0.39 (0.02 to    9.98)","0.43 (0.02 to   11.44)","0.48 (0.01 to   18.05)","0.57 (0.02 to   19.12)","0.49 (0.02 to   12.40)","0.61 (0.02 to   16.73)","1st-generation EGFR TKIs + IGF-1R inhibitor(16mg/kg)",".",".",".",".",".","."
"0.04 (0.00 to    3.15)","0.04 (0.00 to    4.26)","0.22 (0.01 to    5.55)","0.11 (0.00 to   10.03)","0.12 (0.00 to   10.52)","0.25 (0.01 to    6.38)","0.26 (0.01 to    7.37)","0.29 (0.01 to    7.58)","0.26 (0.01 to    8.90)","0.30 (0.01 to    7.82)","0.33 (0.01 to    8.20)","0.33 (0.01 to    8.46)","0.34 (0.01 to   11.10)","0.37 (0.01 to    9.81)","0.38 (0.01 to    9.62)","0.42 (0.02 to   11.03)","0.47 (0.01 to   17.41)","0.55 (0.02 to   18.43)","0.48 (0.02 to   11.95)","0.59 (0.02 to   16.12)","0.97 (0.01 to   92.01)","1st-generation EGFR TKIs + PARP inhibitor",".",".",".",".","."
"0.06 (0.00 to    1.05)","0.05 (0.00 to    1.71)","0.29 (0.16 to    0.53)","0.14 (0.01 to    3.73)","0.16 (0.01 to    3.74)","0.34 (0.18 to    0.62)","0.35 (0.12 to    1.01)","0.39 (0.18 to    0.84)","0.36 (0.08 to    1.61)","0.40 (0.19 to    0.87)","0.45 (0.27 to    0.73)","0.45 (0.25 to    0.81)","0.46 (0.11 to    1.93)","0.51 (0.23 to    1.09)","0.51 (0.28 to    0.95)","0.57 (0.26 to    1.24)","0.63 (0.11 to    3.56)","0.74 (0.17 to    3.34)","0.64 (0.42 to    0.98)","0.80 (0.34 to    1.88)","1.31 (0.05 to   34.18)","1.35 (0.05 to   34.90)","3rd-generation EGFR TKIs + chemotherapy",".",".",".","."
"0.04 (0.00 to    1.19)","0.04 (0.00 to    1.80)","0.24 (0.05 to    1.11)","0.11 (0.00 to    4.02)","0.13 (0.00 to    4.14)","0.27 (0.06 to    1.27)","0.28 (0.05 to    1.65)","0.31 (0.06 to    1.57)","0.29 (0.04 to    2.27)","0.32 (0.06 to    1.62)","0.36 (0.08 to    1.60)","0.36 (0.08 to    1.68)","0.37 (0.05 to    2.78)","0.41 (0.08 to    2.03)","0.41 (0.09 to    1.93)","0.45 (0.09 to    2.29)","0.51 (0.05 to    4.74)","0.60 (0.08 to    4.69)","0.52 (0.11 to    2.36)","0.64 (0.12 to    3.48)","1.06 (0.03 to   36.82)","1.09 (0.03 to   37.62)","0.80 (0.17 to    3.88)","1st-generation EGFR TKIs + MMP inhibitor",".",".","."
"0.03 (0.00 to    0.72)","0.03 (0.00 to    1.12)","0.17 (0.05 to    0.55)","0.08 (0.00 to    2.47)","0.09 (0.00 to    2.54)","0.19 (0.06 to    0.63)","0.20 (0.05 to    0.87)","0.22 (0.06 to    0.79)","0.20 (0.03 to    1.25)","0.23 (0.06 to    0.82)","0.25 (0.08 to    0.78)","0.26 (0.08 to    0.83)","0.26 (0.04 to    1.52)","0.29 (0.08 to    1.02)","0.29 (0.09 to    0.95)","0.32 (0.09 to    1.16)","0.36 (0.05 to    2.66)","0.42 (0.07 to    2.58)","0.36 (0.12 to    1.16)","0.45 (0.11 to    1.79)","0.75 (0.02 to   22.63)","0.77 (0.03 to   23.12)","0.57 (0.17 to    1.94)","0.71 (0.11 to    4.59)","Rociletinib(500mg)",".","."
"0.03 (0.00 to    0.58)","0.03 (0.00 to    0.94)","0.16 (0.07 to    0.33)","0.08 (0.00 to    2.05)","0.08 (0.00 to    2.06)","0.18 (0.08 to    0.39)","0.19 (0.06 to    0.60)","0.21 (0.08 to    0.52)","0.19 (0.04 to    0.93)","0.21 (0.09 to    0.53)","0.24 (0.12 to    0.47)","0.24 (0.11 to    0.51)","0.24 (0.05 to    1.11)","0.27 (0.11 to    0.67)","0.27 (0.12 to    0.60)","0.30 (0.12 to    0.76)","0.34 (0.06 to    2.02)","0.39 (0.08 to    1.91)","0.34 (0.18 to    0.65)","0.42 (0.16 to    1.14)","0.70 (0.03 to   18.82)","0.72 (0.03 to   19.22)","0.53 (0.25 to    1.15)","0.66 (0.13 to    3.44)","0.93 (0.25 to    3.51)","3rd-generation EGFR TKIs + antiangiogenesis","."
"0.02 (0.00 to    0.48)","0.02 (0.00 to    0.75)","0.13 (0.06 to    0.28)","0.06 (0.00 to    1.65)","0.07 (0.00 to    1.69)","0.14 (0.07 to    0.32)","0.15 (0.05 to    0.48)","0.17 (0.07 to    0.42)","0.15 (0.03 to    0.74)","0.17 (0.07 to    0.43)","0.19 (0.09 to    0.38)","0.19 (0.09 to    0.41)","0.19 (0.04 to    0.90)","0.21 (0.09 to    0.54)","0.22 (0.10 to    0.48)","0.24 (0.09 to    0.61)","0.27 (0.04 to    1.63)","0.32 (0.06 to    1.54)","0.27 (0.13 to    0.58)","0.34 (0.12 to    0.98)","0.56 (0.02 to   15.11)","0.57 (0.02 to   15.42)","0.43 (0.18 to    1.00)","0.53 (0.10 to    2.76)","0.75 (0.20 to    2.82)","0.80 (0.30 to    2.15)","Antiangiogenesis"
